,audio_path,ground_truth,transcription,inference_time,Semantic_Analysis
119,2024_07_12 03_33_52 1oK9Fw.wav,"Can you bring me a regular burrito with asada and also, I would like to have the Torta Mexicana prepared with steak. Thank you!", Can you bring me a regular burrito with a asada and also I would like to have the torta  mexicana prepared with steak.  Thank you.,0.600797892,0.999122213
120,2024_07_09 09_43_24 Er3edw.wav,"Could I get a hamburger with freshly sliced tomatoes on top, please?"," Could I get a hamburger with freshly sliced tomatoes on top, please?",0.36341238,0.999999997
121,2024_07_18 08_46_15 bNgvAg.wav,"I need a large bowl of Wor Won Ton Soup to start off my meal, please.", I need a large bowl of war wanton soup to start off my meal please,0.406644821,0.927544781
122,2024_07_11 01_03_28 iLP9lA.wav,"Can I have the Swai Meal with a side of standard-serving, 4 oz Red Potato Mash? Also, could you please add the Surf 'n Turf dish to my order along with another portion of the same red potato mash on the side."," Can I have this white meal with a side of standard serving four ounce red potato mash?  Also, could you please add the surf and turf dish to my order?  Along with another portion of the same red potato mash on the side.",0.834228754,0.937029612
123,2024_07_30 02_19_59 CaxyVg.wav,"Please give me a delicious Patty Melt accompanied by some refreshing Sweet Tea, and also add an appetizing Country Skillet with Scrambled eggs on the side. Thank you!", Please give me a delicious patty melt accompanied by some refreshing sweet tea  and also add an appetizing country skillet with scrambled eggs on the side.  Thank you.,0.580183506,0.999999986
124,2024_07_11 02_48_12 rTG_LA.wav,"Can I order a delicious breakfast of ham and eggs, served with a delightful side of bananas and cream?", Can I order a delicious breakfast of ham and eggs served with a delightful slide of banana and cream?,0.49095726,0.979000925
125,2024_07_18 21_14_02 QSWufQ.wav,May I please have a Chicken Caesar Salad with Vinaigrette dressing on the side? Thank you., May you please have a Shikyan Caesar salad with vinaigrette dressing on the side.  Thank you.,0.469888449,0.923794919
126,2024_07_11 00_23_39 agYHeA.wav,I will take the Plant-Based Nuggets Meal with a side of 4 oz Quinoa., I will take the plant-based nugget meal with a side of four ounce quinoa.,0.416719437,0.989729376
127,2024_07_09 10_22_28 ivc3qQ.wav,"I need a plant-based nuggets meal with steamed broccoli and another one with sautéed zucchini on the side, please."," I need a plant-based nugget meal with the steamed broccoli and another one with sautéed zucchini on the side, please",0.515991211,0.992205141
128,2024_07_09 09_45_49 monrHA.wav,"""I need a turkey sandwich with extra pickles, and another one with fresh lettuce on the side.""", I need a turkey sandwich with extra pickle and another one with fresh lettuce on the side.,0.406987906,0.997845617
129,2024_07_09 18_59_47 rkNa3A.wav,"May I please have the Swai Meal, served with a side of steamed white rice at 5 oz? Thank you.", May I please have this sua'i meal served with a side of steamed white rice at 5 ounces.  Thank you.,0.501494884,0.948037543
130,2024_07_09 10_24_08 vpaVYg.wav,"May I please have a half portion of the succulent Peking Duck, served with traditional pancakes and hoisin sauce on the side?", May I please have a half portion of the succulent bacon duck served with traditional pancakes  and oyster sauce on the side.,0.496075392,0.896798897
131,2024_07_18 08_46_55 82Ybrw.wav,"Could I have a Quesadilla Suiza with freshly diced tomatoes, and also, could you please prepare a Regular Burrito topped with juicy slices of tomato? Thank you!", Could I have a quesadilla suiza with freshly diced tomatoes and also could you please prepare  a regular burrito topped with juicy slices of tomato.  Thank you.,0.700826168,0.999999979
132,2024_07_09 10_22_33 KxDo8Q.wav,Can you bring me a Reuben sandwich with extra tomatoes and some spicy chicken wings topped with Linguica?, Can you bring me a red sandwich with extra tomatoes and some spicy chicken wings topped with lima curd?,0.463268757,0.925156687
133,2024_07_12 03_30_10 EO488g.wav,"""I will have the Super Nachos, one order with Beef Tongue and another with Chile Verde. Thank you."""," I will have the super nachos, one order, with beef tongue and another with chile verde.  Thank you.",0.497878313,0.999999997
134,2024_07_11 00_03_28 8PuRBw.wav,"Could I have a turkey sandwich on a raisin nut roll, and also a ham & Swiss with a soft French bun?", Could I have a turkey sandwich on a raisin nut roll and also a ham and Swiss with a soft  French bun?,0.484583139,0.998085165
135,2024_07_30 02_07_48 gdSsfw.wav,"Can I have a grilled steak on top of the tostada, please?"," Can I have a grilled steak on top of the tostada, please?",0.373119116,0.999999989
136,2024_07_30 01_59_08 ZmjQVw.wav,"""May I order a veggie omelette on wheat bread and also, could you please add an apple to my meal?""", May I order a veggie omelette on wheat bread and also could you please add an apple to my meal?,0.455562353,1
137,2024_07_16 16_38_07 d1RC-w.wav,"Please give me the Swai Meal with a side of Cinnamon Sweet Potato Mash, and could you make sure it's served in a 5-ounce portion? Thank you.", Please give me this swine meal with a side of cinnamon sweet potato mash and could you  make sure it's served in a five-month fortune.  Thank you.,0.604001045,0.893031632
138,2024_07_11 00_18_57 GSIPpg.wav,Could you please serve me a plate of sweet salami rolls and some spicy Italian sausages? Thank you!," Yeah, could you please tell me how to play your sweet salami rolls and some spicy italian sausage? Thank you!",0.456854105,0.880418859
139,2024_07_09 18_58_30 Rx4fng.wav,"Can you bring me a delicious Patty Melt with Garlic-Oregano Fries on the side, and also add a Super Quesadilla topped with Al Pastor and BBQ Pork? Thank you!", can you bring me a delicious patty melt with garlic oregano fries on the side  and also add a super quesadilla topped with al pastor and barbecue pork,0.591774225,0.975066678
140,2024_07_09 10_28_07 VVRAyw.wav,"Could you please serve me a Surf 'n Turf dish, prepared with quinoa and weighing approximately 7 oz? Thank you."," Could you serve me a span, class name is equal to variable, surf and turf, dish, span, class  name is equal to variable, prepared with twin-wah span and weighing approximately seven ounces.  Thank you.",0.733007193,0.785036198
141,2024_07_24 00_55_23 1qE6Dw.wav,Could I have a pastrami sandwich without any mayo?, Can I have pastrami sandwich without any meal?,0.345251799,0.865022397
142,2024_07_11 01_07_46 TBMNDg.wav,"Could I please have two swai meals, one served with a side of steamed white rice and the other with steamed brown rice, both portions being 7 oz? Thank you."," Could I please have two suede meals, one served with a side of steamed white rice and the  other with steamed brown rice, both portions being 7 ounces.  Thank you.",0.696219206,0.895209431
143,2024_07_18 08_45_56 lfuq3A.wav,"I would like to try a classic hot dog served with a refreshing side of root beer, please.", I would like to try a classic hot dog served with a refreshing side of root beer please.,0.46387434,1
144,2024_07_30 02_09_44 -ZuUgA.wav,"May I get a Veggie Scramble served with Grilled Homestyle Potatoes, please?"," May I get a veggie scramble served with grilled homestyle potatoes, please?",0.387543678,0.999999981
145,2024_07_15 06_59_58 ahkaKg.wav,"May I please have a full serving of Peking Duck and also, could you bring me a 12oz Cookies & Cream dessert? Thank you.", May I please have a full serve of Peking duck and also I want to bring me a 12 ounce cookie  and cream dessert.  Thank you.,0.569621801,0.98669204
146,2024_07_09 10_24_32 TfHqVA.wav,"I'm sorry for any confusion, but it seems there might be a mix-up in the items and modifiers you provided. Pastrami is typically a type of cured meat often served on rye bread or as part of sandwiches, while chocolate chips are usually associated with desserts like cookies or brownies. Could I assist you by suggesting a pastrami sandwich instead? If so, would you prefer it toasted or untoasted and what type of bread do you fancy – rye, whole wheat, or something else?"," I'm sorry for any confusion but it seems that there might be a mix up in the items  and modifiers you provided.  Pastrami is typically a type of cured meat often served with the rye bread or as part  of sandwiches while chocolate chips are usually associated with desserts like cookies or brownies.  Could I assist you by suggesting a pastrami sandwich instead?  If so, would you prefer it toasted or untoasted and what type of bread do you fancy?  Rye, whole, wheat or something else?",1.427257061,0.998124209
147,2024_07_09 13_00_27 YGzLRw.wav,"Do you have a Fanta Orange Soda? I would like to order two liters of it, please. Thank you!"," Do you have a Fanta Orange Soda? I would like to order two litters of it, please. Thank you.",0.456294298,0.932214836
148,2024_07_08 06_39_04 deIDFQ.wav,"I would like to order a delicious hamburger served on a warm, crispy sourdough toast and accompanied by some golden-brown curly fries."," I would like to order a delicious hamburger served on a warm, crispy, sourdough toast  and accompanied by some golden brown curly fries.",0.527229786,0.993748864
149,2024_07_08 05_53_44 d25glQ.wav,"""I would love to start off with the Antipasto Salad, but could you please dress it lightly with some high-quality olive oil?""", I would love to start off with the antipasto salad but could you please  dress it lightly with some high-quality olive oil?,0.520068645,1
150,2024_07_09 10_03_09 xS07wA.wav,"I will take a regular burrito with black beans on the side, please."," I will take a regular burrito with black beans on the side, please.",0.36641264,1
151,2024_07_24 06_23_40 dptYyQ.wav,"Can you bring me a refreshing glass of orange soda and a fizzy cherry Coke, please? Thank you!"," Can you bring me a refreshing glass of orange soda and a fizzy cherry coke, please?  Thank you.",0.5245502,1
152,2024_07_09 09_38_26 cq7HXA.wav,"I need a Patty Melt with a side of fries and another one with a side of mayonnaise, please.", I need a patty melt with a side of fries and another one with a side of mayonnaise paste,0.457354784,0.980563359
153,2024_07_15 19_38_36 Lop3Pg.wav,"I will have the Huevos Rancheros, but could you please add a side of creamy cottage cheese to it? Thank you."," I will have the Jovenus Rancheros, but would you please add a side of creme-cotted cheese to it. Thank you.",0.51211524,0.890710377
154,2024_07_11 00_22_29 hWLveg.wav,"I would like to start with a Build Your Own Poke Bowl featuring fresh salmon, and for my main course, I would love the Original Sandwich Combo but without any dipping sauce. Thank you!", I would like to start with a build your own poke bowl featuring fresh salmon for  my main course I would love the original sandwich combo but without any dipping  sauce thank you,0.64687252,0.996879864
155,2024_07_11 00_43_19 omg7gw.wav,"Can I have a New York Steak served with the Soup of the Day, and an Italian Sausage on Light Rye Bread?", Can I have a New York steak served with the soup of the day and the Italian sausage on light rye bread?,0.441331863,0.998868573
156,2024_07_11 00_23_17 bHgsmw.wav,"""I need a large house salad, please.""", I need a large house salad please.,0.300320148,0.999999982
157,2024_07_09 10_25_01 AntQCg.wav,"Can I have a refreshing real fruit shake? No modifiers, please. Just the natural flavors of fresh fruits blended to perfection. Thank you!"," Can I have a refreshing real fruit shake, no more device please, just natural flavours of fresh fruits blended to perfection. Thank you.",0.53111887,0.955925782
158,2024_07_11 00_34_50 Cumg-g.wav,"I would appreciate a delicious Patty Melt accompanied by a fresh, crisp salad on the side. Additionally, I would like to order your signature Cali Burger with a generous serving of golden-brown fries alongside it. Thank you!", I would appreciate a delicious patty melt accompanied by a fresh crisp salad  on the side. Additionally I would like to order your signature Cali burger with a  generous serving of golden brown fries alongside.,0.66040206,0.991205914
159,2024_07_14 06_41_16 bOixvA.wav,"""I would appreciate a warm, comforting cup of masala chai served in a traditional clay pot and for my main course, I would like to have the grilled ham and cheese sandwich with no additional modifiers. Thank you."""," I would appreciate a warm comforting cup of Masala Shai,  third in a traditional clay pot,  and for my main course I would like to have a grilled ham or cheese sandwich  with no addition modifier. Thank you.",0.76317215,0.967479704
160,2024_07_15 18_10_44 VsE5SQ.wav,Please give me a New York Steak served with a side salad that includes blue cheese dressing on the side. Thank you!, Please give me a New York steak served with a side salad that includes blue cheese dressing on the side. Thank you.,0.488512278,0.999999995
161,2024_07_16 16_40_28 G5JuUw.wav,I would like to order a Parmigiana Sandwich along with a bowl of Minestrone Soup as my side. Thank you!, I would like to order a parmigiano sandwich along with a bowl of minestrone soap as my side. Thank you.,0.528042793,0.944392245
162,2024_07_14 21_02_39 5BAVrg.wav,"I would like to try a BLT sandwich, and could I also get a refreshing glass of homemade lemonade with it?"," I would like to try a BMT Sandwich, and could I also get a refreshing glass of home made lemonade with it?",0.468980074,0.93019235
163,2024_06_28 11_48_27 sdgfoA.wav,"Could I get the Triple Chocolate, and Single Tender with Lite Mild?", Cooled I get the triple chocolate and single tender with light mild,0.34863472,0.825238142
164,2024_07_11 00_44_01 2HalhA.wav,"I would like to order a Parmigiana Sandwich, and could I also get it served with a side salad without any dressing?", I would like to order a parmesan sandwich and could also get it served with a side salad without any dressing.,0.447382212,0.960270957
165,2024_07_09 18_51_33 n4HTsw.wav,"I would like to try a Hawaiian Pizza on a pan crust, please."," I would like to try a Hawaiian pizza on a pan crust, please",0.358187437,1
166,2024_07_09 10_22_40 pyVIwA.wav,"Can you bring me a plate of chips served with our house-made guacamole and salsa, please?"," Can you bring me a plate of chips served with our house-made guacamole and salsa, please?",0.436207771,1
167,2024_07_30 02_10_18 aHJA4Q.wav,"Could I get a plate of ham and eggs, prepared over-easy? And also, could you please prepare another one without the eggs for me? Thank you.", Could I get a plate of ham and eggs prepared over easy and also could you please prepare another one without the eggs for me?  Thank you,0.525728941,0.962153738
168,2024_07_15 16_16_57 zkfB0A.wav,"Can you bring me a hamburger with all the standard toppings, please?"," Can you bring me a hamburger with all the standard toppings, please?",0.371054411,1
169,2024_07_09 08_46_07 9yCZUQ.wav,Can I order a turkey sandwich on sourdough bread?, Can I order a turkey sandwich on Sordo bread?,0.341328621,0.892185507
170,2024_07_09 10_23_35 5OlVjQ.wav,"I need a Chicken Katsu Plate and a Spicy Mexican Roll, please. No additional modifiers for either dish. Thank you!"," I need a chicken katsu plate and a spicy Mexican roll, please. No additional modifiers for either dish. Thank you",0.442192554,0.999999987
171,2024_07_18 09_36_25 vLTznw.wav,"Do you have a vegetarian pizza in both personal (9-inch) and family (13 by 18 inches) sizes? I would like to order one of each, please.", Do you have a vegetarian pizza in both personal and family sizes? I would like  to order one of each please.,0.525781155,0.963066516
172,2024_07_09 10_09_35 3MbJSQ.wav,"I need a bowl of miso soup without any utensils, and for my appetizer, I would like a house salad with extra cucumbers on the side. Thank you!", I need a bowl of miso soup without any utensils and for my appetizer I would like a house  salad with extra cucumbers on the side.,0.611418247,0.993862404
173,2024_07_11 00_07_05 ONDPWA.wav,"I want to order a Super Quesadilla with Carne Asada, which is grilled steak. Could you please make sure it's well-seasoned and served hot? Thank you!"," I want to order a super quesadilla with carne asada, which is grilled steak.  Could you please make sure it is well seasoned and served hot? Thank you.",0.641150713,0.981337424
174,2024_06_28 11_46_49 lAEoOQ.wav,"Can I get the Peking Duck with Half, and Vegetable Deluxe with Light Seasoning Sauce?", Can I get the packing deck with half and vegetable deluxe with light seasoning sauce?,0.388085842,0.80238386
175,2024_06_28 11_13_25 5sY1bA.wav,"I would like to get a Jeera Rice, and Masala Chai.", I would like to get the jeera rice and masala chai.,0.361349821,0.989148932
176,2024_07_09 10_06_59 k71-9Q.wav,"Could I get a classic breakfast, one served over hard and another served over easy?", could I get a classic breakfast one served over hard and another served over easy,0.381160259,0.999999983
177,2024_07_24 12_53_18 2R8bWw.wav,"I would love to order a 12-inch Margherita Pizza on a gluten-free crust, please. Thank you!"," I would love to order a 12-inch Margherita Pizza on a gluten-free crust, please. Thank you",0.455089569,1
178,2024_07_09 10_23_54 pRLWNA.wav,I want to order a Surf 'n Turf dish with peas and an 8-ounce Pomodoro Rice Bowl., I want to order a serpent dish with peas and an eight ounce pomodoro rice bowl.,0.450496912,0.859291402
179,2024_07_12 03_33_26 9dY6uw.wav,"I would like to order a Reuben sandwich served with a side of creamy mocha cold brew, and also could I get a cup of the soup of the day? Thank you.", I would like to order a Reuben sandwich served with a side of creamy mocha cold  brew and also could I get a cup of the soup of the day. Thank you.,0.693695784,0.999999986
180,2024_07_11 00_35_22 56fXlw.wav,"Can I have the Chettinad Chicken Curry served with a side of warm, freshly baked naan bread?"," Can I have the Chateauneuf Chicken Curry,  served with a side of warm, freshly baked naan bread?",0.490784645,0.93986428
181,2024_07_18 04_59_00 9nQTLA.wav,Do you have a Chicken Teriyaki served over a bed of spicy Chili Beans? I would love to try that combination., Do you have a chicken teriyaki served over a bed of spicy chile beans?  I would love to try that combination.,0.542654991,0.979256761
182,2024_07_09 18_51_06 Nv49Zw.wav,"Please give me a serving of inari sushi and some wakame salad, both without any additional modifiers. Thank you!"," Please give me a serving of Inori sushi and some wakame salad, both without any additional modifiers. Thank you.",0.515288353,0.976757077
183,2024_07_13 20_44_12 KDXwiA.wav,"Please give me a slice of gluten-free pastrami on rye bread, if available.", Please give me a slice of gluten-free pastrami on rye bread if available.,0.399482965,0.999999991
184,2024_07_11 00_53_01 hGI1Bw.wav,"Can I have a chimichanga filled with shredded chicken and a Jarritos orange soda, please?"," Can I have a chimichanga filled with shredded chicken and a harito orange soda, please?",0.408545256,0.973538086
185,2024_07_09 10_02_11 vWrRAg.wav,"""I would appreciate a Plant-Based Nuggets Meal served with 5 oz of steamed white rice on the side, please."""," I would appreciate a plant based nuggets meal served with 5 ounce of steamed rice on the side, please",0.430673361,0.988112275
186,2024_07_09 12_56_28 GIpcPA.wav,"""I need a Quesadilla Suiza with Shrimp and another one with Lengua, please."""," I need a quesadilla, suiza with shrimp and another with lengua please.",0.412848711,0.999260872
187,2024_07_08 05_07_49 urlrgw.wav,"I would appreciate a Reuben sandwich served with crispy fries on the side, and also could I get another one of those but paired with a fresh garden salad instead? Thank you.", I would appreciate a ribbon sandwich served with crispy fries on the side and also could  I get another one of those but paired with a fresh garden salad instead.  Thank you.,0.604332447,0.93429178
188,2024_07_18 09_40_44 prkanA.wav,"I want to order the Surf 'n Turf, but could you please add a side of shredded hash on the side? Thank you."," I want to order the surf and turf, but could you please add a side of shredded hash on the side. Thank you",0.451276064,0.991805238
189,2024_07_11 00_18_40 -3l7GQ.wav,"May I please have the spicy chicken wings, but could you add some chorizo to them for an extra kick? Thank you!", May I please have the Spicy Chicken Rinsed by Cook Juice.  Add some chorizo to them for an extra kick.  Thank you.,0.570756435,0.861090993
190,2024_07_15 19_49_27 Uxj29w.wav,"Could I get a Parmigiana Sandwich with a side salad dressed in Thousand Island, and also another one of the same but with Caesar Dressing on the side?", Could I get a parmigiana sandwich with a side salad dressed in Thousand Island and also another one of the same but with Caesar dressing on the side?,0.584139585,0.999999991
191,2024_07_18 21_15_23 lFEYow.wav,"Could I get a B.L.T. on a bagel with cream cheese, please?", Can I get a BLT on a bagel with cream cheese please?,0.399184465,0.998056516
192,2024_07_11 00_19_35 h6HJvQ.wav,"I want to order a delicious Chicken Teriyaki served with a side of perfectly baked potato, please."," I want to order a delicious chicken teriyaki served with a side of perfectly baked potato, please",0.451805115,0.999999999
193,2024_07_01 11_36_02 _6Lacg.wav,"Add a Chimichanga with Pastor, and Street Taco Trio (3) to my cart.", Add a chimichanga with pastor and street taco trio 3 to my cart,0.377695084,1
194,2024_07_30 01_58_50 3GKZDA.wav,"Could I get a veggie omelette on the side of multigrain toast, and also a cheese omelette with a serving of crispy hash browns?", Could I get a veggie omelette on the side of a multi-grain toast and also a cheese omelette with a serving of crispy hash browns?,0.541876793,0.999003615
195,2024_07_10 07_26_02 2ZBeSQ.wav,"Could I have a California Roll and Hamachi Kama, please? No additional modifiers needed. Thank you!", could I have a California roll and a hamachi comma please no additional  modifiers needed thank you,0.413389206,0.908482034
196,2024_07_15 16_28_59 JxfXXA.wav,"Do you have the Surf 'n Turf served with a side of black beans, and also can I get another portion of Surf 'n Turf but this time accompanied by a 6-ounce serving of quinoa?", Do you have a surf and turf served with a side of black beans and also can I get another  portion of surf and turf but this time accompanied by the six ounce serving of quinoa.,0.627649546,0.980397954
197,2024_07_11 00_44_51 RAUmpg.wav,"I want to order the Swai Meal served with a fresh and colorful vegetable medley, please."," Can I please have a cheeseburger with extra onions, no tomatoes, and ranch on the side?  And can I please have an extra patty with my burger?",0.583157778,0.651414371
198,2024_07_30 02_03_50 itWUcQ.wav,"Can I have a veggie scramble served with whole wheat toast, please?", can I have a veggie scramble served with whole wheat toast please,0.362603903,1
199,2024_07_12 03_22_51 spIQcQ.wav,"""I would appreciate a classic breakfast with the modification of having my eggs prepared as whites only, please."""," I would appreciate a classic breakfast with the modification of having my eggs prepared  as whites only, please.",0.436720848,0.999999989
200,2024_07_30 02_04_17 Uuq_nQ.wav,"I will have the Super Nachos topped with some delicious, grilled fish for a unique twist on a classic dish."," I will have the super nachos topped with some delicious, grilled fish for a unique twist on a classic dish.",0.453353882,1
201,2024_07_15 16_22_07 AQvCkQ.wav,"Can I order a classic hamburger served with a side of crispy, seasoned sweet potato fries?", Can I order a classic hamburger served with a side of crispy seasoned sweet potato fries?,0.428383112,1
202,2024_07_11 00_08_06 0YOCZQ.wav,"May I order a Turkey sandwich on whole wheat bread and another one on wheat slices, please?", May I order a turkey sandwich on whole wheat bread and another one on whole wheat slices,0.763591528,0.993934205
203,2024_07_09 10_23_31 Be7C1Q.wav,"I would like to try the California Cup Special Soup, please. Thank you!"," I would like to try the California cup special soup, please. Thank you",0.371593714,1
204,2024_07_12 03_41_33 Xhz62g.wav,"Could you please serve me a plate of Linguine Con Cozze, prepared with fresh clams? Thank you.", Could you please serve me a plate of linguine con cosa prepared with fresh  clams. Thank you.,0.446402311,0.989728919
205,2024_07_09 18_52_59 vjylUg.wav,"May I get a plate of tacos topped with fresh, zesty pico de gallo?"," May I get a plate of tacos topped with fresh, sesame pico de gallo?",0.398831367,0.961804031
206,2024_07_09 18_50_41 FoGgcQ.wav,"I would like a Reuben sandwich with a side of fresh fruit salad, please."," I would like a Reuben sandwich with a side of fresh fruit, please.",0.372422218,0.974940729
207,2024_06_28 11_49_13 7PzKkg.wav,"Could I get the Sicilian Cannolo with Pistachio, Acqua Panna, and Huevos Rancheros with Sunnyside Up?"," Could I get the sizzling canola with pistachio, aqua panna and huas ran  course with sunny side up",0.52552104,0.791788146
208,2024_07_12 03_37_24 S2UqOA.wav,Could you please serve me a hot dog with some crispy fries on the side? Thank you!, Could you please serve me a hot dog with some crispy fries on the side? Thank you.,0.40207243,0.999999992
209,2024_07_10 09_56_58 qyJcXA.wav,"I would love to order a six-pack of BJ's Oasis Amber beer, please. Could you also bring it with the nano modifier? Thank you!"," I would love to order a six pack of TJ's Oasis Amber Beer, please.  Could you also bring it with Nano modifier?  Thank you.",0.569603443,0.970920595
210,2024_07_08 05_54_14 bYZQTA.wav,"Could I please have a plate of country sausage and eggs, one order scrambled and the other served sunny-side up? Thank you.", Could I please have a plate of country sausage and eggs one order scrambled and the other served sunny side up. Thank you,0.483136654,0.984141597
211,2024_07_30 02_21_12 9s5nrQ.wav,"I would love to start off my meal with a large serving of Old Bay Fries, please. No additional modifiers needed for these perfectly seasoned and crispy potatoes!"," I would love to start off my meal with a large serving of Old Bay Fries, please.  No additional modifiers needed for these perfectly seasoned and crispy potatoes.",0.586012363,0.999999988
212,2024_07_11 00_33_30 anKaOw.wav,"""May I order a plate of ham and eggs without any sides, along with a Denver omelet also served without any sides?"""," May I order a plate of ham and eggs without any sides, along with a Denver omelette also  served without any sides?",0.544226646,0.998467275
213,2024_07_09 13_00_53 op4ldQ.wav,"""I would like to try the Veggie Skillet, but could you please prepare it with egg whites instead of whole eggs?"""," I would like to try the veggie skillet, but could you please prepare it with egg whites instead of whole eggs?",0.458163023,0.999999995
214,2024_07_09 18_57_26 C2DnDA.wav,Can you bring me a plate of super nachos loaded with fresh vegetables?, Can you bring me a plate of super nachos loaded with fresh vegetables?,0.367329359,0.999999987
215,2024_07_09 10_31_47 X_0Dbg.wav,"I want to order a plate of spicy chicken wings, one with BBQ sauce and another with a tangy pineapple glaze.", I want to order a plate of spicy chicken wings one with barbecue sauce and another with a tangy pineapple glaze,0.447935581,0.994361268
216,2024_07_09 09_53_48 r9nxbw.wav,"""Could you please serve me a delicious pastrami sandwich topped with melted cheese?""", Could you please serve me a delicious pastrami sandwich topped with melted cheese.,0.388635635,1
217,2024_07_09 10_41_19 FyCVdg.wav,"May I please have a plate of ham and eggs, prepared with just the egg whites, or alternatively made into an omelette? Thank you.", May I please have a plate of ham and eggs prepared with just the egg whites or  alternatively made into an omelet. Thank you.,0.522532225,0.998331032
218,2024_07_08 04_22_02 GfYKiQ.wav,Could you please serve me a chimichanga filled with succulent shredded beef and another one stuffed with spicy chile relleno? Thank you!, Could you please serve me a chimichanga filled with succulent shredded beef and  another one stuffed with spicy chili releno? Thank you.,0.53848362,0.995110386
219,2024_07_08 06_26_58 6B-KMg.wav,"Can you bring me a California burger with onion rings and also, could I have a small wedge of the same as an appetizer?", Can you bring me a California burger with onion rings and also could I have a small wedge of the same as an appetizer?,0.489697695,0.99999998
220,2024_07_08 06_22_51 4-GR1w.wav,"I would like to order a buffalo chicken sandwich served over a fresh salad, and also could I get a small portion of garlic bread with cheese on the side?", I would like to order a buffalo chicken sandwich served over a fresh salad and also could I  get a small portion of garlic bread with cheese on the side.,0.545556784,0.999999983
221,2024_07_11 00_52_11 gUWQfA.wav,"""I need a B.L.T. sandwich served with a side of yogurt parfait, and also could you please add some spicy 'angry' potatoes to my order?""", I need a BLT sandwich served with a side of yogurt parfait and also could you  please add some spicy angry potatoes to my order.,0.559766769,0.999999997
222,2024_07_07 17_28_07 i-NOcQ.wav,"I would like to try three Sopes Con Arroz Y Frijoles, please. Could you add the Pastor as a modifier for me? Thank you!", I would like to try 3 Sope's Corn Aarol V3 jollies. Please could you add the pesto as a modifier for me? Thank you.,0.617165804,0.769873314
223,2024_07_13 20_40_43 bZTPKg.wav,"May I order a Classic Tender Box with three classic chicken tenders, please?"," May I order a classic tender box with three classic chicken tenders, please?",0.369907141,1
224,2024_07_09 10_26_34 XpWrZA.wav,"I will take the gnocchi with a creamy Gorgonzola cheese sauce and some boneless wings in Tatonka® Stout Buffalo sauce, please.", I will take a nochi with a creamy gorgonzola cheese sauce and some boneless wings in tatanka  stout buffalo sauce please.,0.536226749,0.927890699
225,2024_07_11 00_54_51 ECkI9w.wav,"I would appreciate a Veggie Scramble served with Home Fried Potatoes, please. Thank you!"," I would appreciate a veggie scramble served with home-fried potatoes, please.  Thank you.",0.428076029,0.97801839
226,2024_07_30 02_19_40 i8ychg.wav,"I would love to order a plate of super nachos with a generous helping of red sauce and goat cheese, along with a refreshing chef's salad drizzled in creamy ranch dressing. Thank you!"," I would love to order a plate of Super Nachos with a generous helping of red sauce and goat cheese, along with a refreshing chef's salad drizzled in creamy ranch dressing. Thank you.",0.622437954,1
227,2024_07_23 15_04_18 DkLyxw.wav,May I please have a cheeseburger with extra mayo on the side?, May I please have a cheeseburger with extra mayo on the side?,0.369699955,1
228,2024_07_12 03_37_08 tLbT2g.wav,I would like to order a turkey sandwich with cucumber and another one with potato salad on the side., I would like to order a turkey sandwich with cucumber and another one with potato salad on the side.,0.424138546,0.999999984
229,2024_07_14 21_02_14 1e8kaw.wav,"May I order a B.L.T. sandwich with extra cheese and a side of creamy, savory cheese grits?", May I order a BLT Sandwich with extra cheese and a side of Creamy Savory Cheese Grins.,0.426941872,0.934263296
230,2024_07_09 10_07_18 LAX_Pg.wav,Could you please serve me a Reuben sandwich on a freshly toasted bagel? Thank you!, Can you please serve me a Reuben sandwich on a freshly toasted bagel?  Thank you.,0.43698144,0.998456821
231,2024_07_24 06_20_49 Ug68rw.wav,"I would appreciate a Denver Omelet on sourdough toast, and also one on whole-wheat toast. Thank you!", I would appreciate a Denver omelet on sourdough toast and also one on whole wheat toast.  Thank you.,0.484766245,0.994693674
232,2024_07_11 00_35_34 s_VsGQ.wav,Can you bring me a delicious hamburger topped with a sweet and gooey banana-Nutella crepe?, Can you bring me a delicious hamburger topped with a sweet and gooey banana Nutella crepe?,0.45762372,0.988126805
233,2024_07_15 19_45_44 1aeUOQ.wav,"May I please have a Parmigiana Sandwich made with succulent chicken breast, and also, could you prepare the Grilled Salmon topped with rich garlic butter? Thank you.", May I please have a parmigiana sandwich made with succulent chicken breasts  and also could you prepare the grilled salmon topped with rich garlic butter.  Thank you.,0.669700384,0.998285259
234,2024_07_09 09_28_51 Z5wUqw.wav,"I need a Tostada with Green Chile Pork and a Mixed Grill served with Fries, Chili-Lime style.", I need a tostada with green chilli pour and mixed grill served with fries chilli lime style.,0.427370548,0.93620884
235,2024_07_25 12_58_11 UqgYkg.wav,Can you bring me a cheeseburger with fried zucchini on the side?, Can you bring me a cheeseburger with fried zucchini on the side?,0.376234293,1
236,2024_07_12 03_23_43 ZiK-nA.wav,"Please give me a Crushed Soda and also, I would like to have a Pepsi as well. Thank you!"," Please give me a crushed soda and also, I would like to have a Pepsi as well. Thank you.",0.444578171,0.999999998
237,2024_07_30 02_09_24 8xBc0A.wav,"I would appreciate a Coke Classic and a Fanta Orange to accompany my meal, please."," I would appreciate a Coke Classic and a Fanta Orange to accompany my meal, please.",0.399252892,1
