,audio_path,ground_truth,transcription,inference_time,Semantic_Analysis
118,2024_07_30 02_09_11 8u8wqg.wav,"May I please have a Shrimp Tempura Hand Roll and also, could you add the Green Monster Roll to my order? Thank you.",may i please have a shrimp tempura hand roll and also could you add the green monster roll to my order thank you,0.0600013732910156,0.9999999893388969
119,2024_07_12 03_33_52 1oK9Fw.wav,"Can you bring me a regular burrito with asada and also, I would like to have the Torta Mexicana prepared with steak. Thank you!",can you bring me a regular burrito with asada and also i would like to have the torta mexicana prepared with steak thank you,0.0782220363616943,0.9999999962338815
120,2024_07_09 09_43_24 Er3edw.wav,"Could I get a hamburger with freshly sliced tomatoes on top, please?",could i get a hamburger with freshly sliced tomatoes on top please,0.0514626502990722,0.9999999973845853
121,2024_07_18 08_46_15 bNgvAg.wav,"I need a large bowl of Wor Won Ton Soup to start off my meal, please.",i need a large bowl of war wonton soup to start off my meal please,0.0627281665802002,0.9321016607133132
122,2024_07_11 01_03_28 iLP9lA.wav,"Can I have the Swai Meal with a side of standard-serving, 4 oz Red Potato Mash? Also, could you please add the Surf 'n Turf dish to my order along with another portion of the same red potato mash on the side.",can i have this haai meal with a side of standard serving four ounce red potato mash also could you please add the surf and turf dish to my order along with another portion of the same red potato mash on the side,0.0838305950164794,0.9471708517806752
123,2024_07_30 02_19_59 CaxyVg.wav,"Please give me a delicious Patty Melt accompanied by some refreshing Sweet Tea, and also add an appetizing Country Skillet with Scrambled eggs on the side. Thank you!",please give me a delicious patty me not accompanied by some refreshing sweet tea and also add an appetizing country skillet with scrambled eggs on the side thank you,0.0726828575134277,0.9300492610430364
124,2024_07_11 02_48_12 rTG_LA.wav,"Can I order a delicious breakfast of ham and eggs, served with a delightful side of bananas and cream?",can i order a delicious breakfast of ham and eggs served with a delightful slide of banana and cream,0.0739939212799072,0.9790009247676877
125,2024_07_18 21_14_02 QSWufQ.wav,May I please have a Chicken Caesar Salad with Vinaigrette dressing on the side? Thank you.,may i please have a chicken cesar salad with vinaigrette dressing on the side thank you,0.0695958137512207,0.9539951198992335
126,2024_07_11 00_23_39 agYHeA.wav,I will take the Plant-Based Nuggets Meal with a side of 4 oz Quinoa.,i will take the plant based nugget meal with a side of four ounce quinoa,0.0570425987243652,0.9837625688707233
127,2024_07_09 10_22_28 ivc3qQ.wav,"I need a plant-based nuggets meal with steamed broccoli and another one with sautéed zucchini on the side, please.",i need a plant based nugget meal with steamed broccoli and another one with sauteed zucchini on the side please,0.0571715831756591,0.9850585837660911
128,2024_07_09 09_45_49 monrHA.wav,"""I need a turkey sandwich with extra pickles, and another one with fresh lettuce on the side.""",i need a turkey sandwich with extra pickle and another one with fresh lettuce on the side,0.0587704181671142,0.997845617019228
129,2024_07_09 18_59_47 rkNa3A.wav,"May I please have the Swai Meal, served with a side of steamed white rice at 5 oz? Thank you.",may i please have the soai meal served with a side of steamed white rice at five ounces thank you,0.0567438602447509,0.955782946033235
130,2024_07_09 10_24_08 vpaVYg.wav,"May I please have a half portion of the succulent Peking Duck, served with traditional pancakes and hoisin sauce on the side?",may i please have a half portion of setutlame packing duck served with traditional pancakes and oisan sauce on the side,0.0734260082244873,0.833497315368439
131,2024_07_18 08_46_55 82Ybrw.wav,"Could I have a Quesadilla Suiza with freshly diced tomatoes, and also, could you please prepare a Regular Burrito topped with juicy slices of tomato? Thank you!",could i have a casada sweezer with a fresh with freshly diced tomatoes and also could you please prepare a regular burrito topped with juicy slices of tomato thank you,0.0706048011779785,0.8941645009917071
132,2024_07_09 10_22_33 KxDo8Q.wav,Can you bring me a Reuben sandwich with extra tomatoes and some spicy chicken wings topped with Linguica?,can you bring me a wiping sandwich with extel tomatoes and some spicy chicken wings topped with limuricka,0.0577914714813232,0.8923360963606893
133,2024_07_12 03_30_10 EO488g.wav,"""I will have the Super Nachos, one order with Beef Tongue and another with Chile Verde. Thank you.""",i will have the super nachos one order with beef tongue and another with chilei verde thank you,0.0646061897277832,0.9973499494027841
134,2024_07_11 00_03_28 8PuRBw.wav,"Could I have a turkey sandwich on a raisin nut roll, and also a ham & Swiss with a soft French bun?",could i have a turkey sandwich on a raisin nut roll and also a ham and swiss with a soft french bun,0.0648641586303711,0.9980851649229279
135,2024_07_30 02_07_48 gdSsfw.wav,"Can I have a grilled steak on top of the tostada, please?",can i have a grilled steak on top of the tostada please,0.0452210903167724,0.9999999893973577
136,2024_07_30 01_59_08 ZmjQVw.wav,"""May I order a veggie omelette on wheat bread and also, could you please add an apple to my meal?""",may i order a veggie omelette on wheat bread and also could you please add an apple to my meal,0.0533044338226318,1.0
137,2024_07_16 16_38_07 d1RC-w.wav,"Please give me the Swai Meal with a side of Cinnamon Sweet Potato Mash, and could you make sure it's served in a 5-ounce portion? Thank you.",please give me the sy meal with a side of cinnamon sweet potato mash and could you make sure it's served in a five ounce pouion thank you,0.07572603225708,0.9309447141404001
138,2024_07_11 00_18_57 GSIPpg.wav,Could you please serve me a plate of sweet salami rolls and some spicy Italian sausages? Thank you!,yeah could you please serve me a plate of s salami rolls and some spicy italian sausage thank you,0.0614547729492187,0.9859594383970636
139,2024_07_09 18_58_30 Rx4fng.wav,"Can you bring me a delicious Patty Melt with Garlic-Oregano Fries on the side, and also add a Super Quesadilla topped with Al Pastor and BBQ Pork? Thank you!",can you bring me a delicious patty melt with garlic oregano fries on the side and also add a super quesadilla topped with al pastor and barbecue pork,0.0745468139648437,0.9750666777798277
140,2024_07_09 10_28_07 VVRAyw.wav,"Could you please serve me a Surf 'n Turf dish, prepared with quinoa and weighing approximately 7 oz? Thank you.",could you serve me a span class name is equal to variable surfenturf span dish span class name is equal to variable prepared with twin wa span and weighing approximately seven ouns thank you,0.0854873657226562,0.6497710210960665
141,2024_07_24 00_55_23 1qE6Dw.wav,Could I have a pastrami sandwich without any mayo?,can i have pastorami sandwich without any meal,0.0592377185821533,0.788892764213213
142,2024_07_11 01_07_46 TBMNDg.wav,"Could I please have two swai meals, one served with a side of steamed white rice and the other with steamed brown rice, both portions being 7 oz? Thank you.",could i please have two sued meals one served with a side of steamed white rice and the other with steamed brown rice both portions being seven ounces thank you,0.077303409576416,0.9620842515458222
143,2024_07_18 08_45_56 lfuq3A.wav,"I would like to try a classic hot dog served with a refreshing side of root beer, please.",i would like to try a classic hot dog served with a refreshing side of root beer please,0.06229829788208,1.0
144,2024_07_30 02_09_44 -ZuUgA.wav,"May I get a Veggie Scramble served with Grilled Homestyle Potatoes, please?",may i get a veggie scramble served with grilled hom style potatoes please,0.0523719787597656,0.9703443103721073
145,2024_07_15 06_59_58 ahkaKg.wav,"May I please have a full serving of Peking Duck and also, could you bring me a 12oz Cookies & Cream dessert? Thank you.",may i please have a full serve of peking duck and also i want to bring me a twelve ounce cookie and cream dessert thank you,0.0721874237060546,0.9848857686757447
146,2024_07_09 10_24_32 TfHqVA.wav,"I'm sorry for any confusion, but it seems there might be a mix-up in the items and modifiers you provided. Pastrami is typically a type of cured meat often served on rye bread or as part of sandwiches, while chocolate chips are usually associated with desserts like cookies or brownies. Could I assist you by suggesting a pastrami sandwich instead? If so, would you prefer it toasted or untoasted and what type of bread do you fancy – rye, whole wheat, or something else?",i'm sorry for any confusion but it seems that there might be a mix up in the items and modifiers you provided pastrami is typically a type of cured meat often served with rye bread or as part of sandwiches while chocolate chips are usually associated with desserts like cookies or brownies could i assist you by suggesting a pastrami sandwich instead if so would you prefer it toasted or untoasted and what type of bread do you fancy rye whole wheat or something else,0.1081030368804931,0.9991249912192651
147,2024_07_09 13_00_27 YGzLRw.wav,"Do you have a Fanta Orange Soda? I would like to order two liters of it, please. Thank you!",do you have a fenta orange soda i would like to order two liters of it please thank you,0.0604889392852783,0.9221444884421246
148,2024_07_08 06_39_04 deIDFQ.wav,"I would like to order a delicious hamburger served on a warm, crispy sourdough toast and accompanied by some golden-brown curly fries.",i would like to order a delicious hamburger served on a warm crispy sourdough toast and accompanied by some golden brown curly fries,0.0690317153930664,0.9937488635422701
149,2024_07_08 05_53_44 d25glQ.wav,"""I would love to start off with the Antipasto Salad, but could you please dress it lightly with some high-quality olive oil?""",i would love to start off with the antipesto salad but could you please dress it lightly with some high quality olive oil,0.0778372287750244,0.9629401527052698
150,2024_07_09 10_03_09 xS07wA.wav,"I will take a regular burrito with black beans on the side, please.",i will take a regular burrito with black beans on the side please,0.0577788352966308,1.0
151,2024_07_24 06_23_40 dptYyQ.wav,"Can you bring me a refreshing glass of orange soda and a fizzy cherry Coke, please? Thank you!",can you bring me a refreshing glass of orange soda and a fizzy cherry goke please thank you,0.064263105392456,0.9803729693042438
152,2024_07_09 09_38_26 cq7HXA.wav,"I need a Patty Melt with a side of fries and another one with a side of mayonnaise, please.",i need a patim m out with the side of fry and another one with the side of mayonnaise place,0.0534758567810058,0.8558849211321151
153,2024_07_15 19_38_36 Lop3Pg.wav,"I will have the Huevos Rancheros, but could you please add a side of creamy cottage cheese to it? Thank you.",i will have the juvenus rancheros but would you please add a sl side of creamy cottage cheese to it thank you,0.0735492706298828,0.9264912576562448
154,2024_07_11 00_22_29 hWLveg.wav,"I would like to start with a Build Your Own Poke Bowl featuring fresh salmon, and for my main course, I would love the Original Sandwich Combo but without any dipping sauce. Thank you!",i would like to start with a build your own poke bowl featuring fresh salmon for my main course i would love the original sandwich combo but without any dipping sauce thank you,0.0725934505462646,0.9968798638198895
155,2024_07_11 00_43_19 omg7gw.wav,"Can I have a New York Steak served with the Soup of the Day, and an Italian Sausage on Light Rye Bread?",can i have a new york steak served with the soup of the day and the italian sausage on light rye bread,0.0571317672729492,0.9988685727904045
156,2024_07_11 00_23_17 bHgsmw.wav,"""I need a large house salad, please.""",i need a large house salad please,0.0633950233459472,0.9999999819330094
157,2024_07_09 10_25_01 AntQCg.wav,"Can I have a refreshing real fruit shake? No modifiers, please. Just the natural flavors of fresh fruits blended to perfection. Thank you!",can i have a refreshing real fruit shake no modified space just the natural flavors of fresh fruits blended to perfection thank you,0.0564641952514648,0.9791995447105358
158,2024_07_11 00_34_50 Cumg-g.wav,"I would appreciate a delicious Patty Melt accompanied by a fresh, crisp salad on the side. Additionally, I would like to order your signature Cali Burger with a generous serving of golden-brown fries alongside it. Thank you!",i would appreciate a delicious patty melt accompanied by a fresh crisp salad on the side additionally i would like to order your signature cali burger with a generous serving of golden brown fries alongside,0.0640833377838134,0.9912059139614929
159,2024_07_14 06_41_16 bOixvA.wav,"""I would appreciate a warm, comforting cup of masala chai served in a traditional clay pot and for my main course, I would like to have the grilled ham and cheese sandwich with no additional modifiers. Thank you.""",i would appreciate a warm comforting cup of masala shayi served in a traditional clay pot and for my main course i would like to have a grilled ham or cheese sandwich with no additional modifier thank you,0.0848805904388427,0.9745063149580323
160,2024_07_15 18_10_44 VsE5SQ.wav,Please give me a New York Steak served with a side salad that includes blue cheese dressing on the side. Thank you!,please give me a new york steak served with a side salad that includes blue cheese dressing on the side thank you,0.0610702037811279,0.9999999949515945
161,2024_07_16 16_40_28 G5JuUw.wav,I would like to order a Parmigiana Sandwich along with a bowl of Minestrone Soup as my side. Thank you!,i would like to order a parmigiano sandwich along with a bowl of minestrone soup as my side thank you,0.0656383037567138,0.9985155431300164
162,2024_07_14 21_02_39 5BAVrg.wav,"I would like to try a BLT sandwich, and could I also get a refreshing glass of homemade lemonade with it?",i would like to try a blill tea sandwich and could i also get a refreshing glass of homemade lemonade with it,0.0682556629180908,0.9258350688197633
163,2024_06_28 11_48_27 sdgfoA.wav,"Could I get the Triple Chocolate, and Single Tender with Lite Mild?",gold i get the triple chocolate and single tender with light mild,0.0599186420440673,0.8359069329226636
164,2024_07_11 00_44_01 2HalhA.wav,"I would like to order a Parmigiana Sandwich, and could I also get it served with a side salad without any dressing?",i would like to order a parmesan sandwich and i could also get it served with a side salad without any dressing,0.0607402324676513,0.9598860604478274
165,2024_07_09 18_51_33 n4HTsw.wav,"I would like to try a Hawaiian Pizza on a pan crust, please.",i would like to try a hawaiian pizza on a pan crust please,0.0497438907623291,1.0
166,2024_07_09 10_22_40 pyVIwA.wav,"Can you bring me a plate of chips served with our house-made guacamole and salsa, please?",can you bring me a plate of chipsd with our housem made guacamole and salsa please,0.0505549907684326,0.9804307591184963
167,2024_07_30 02_10_18 aHJA4Q.wav,"Could I get a plate of ham and eggs, prepared over-easy? And also, could you please prepare another one without the eggs for me? Thank you.",could i get a plate of ham and eggs prepared over easy and also could you please prepare another one without the eggs for me thank you,0.0548827648162841,0.9621537376663619
168,2024_07_15 16_16_57 zkfB0A.wav,"Can you bring me a hamburger with all the standard toppings, please?",can you bring me a hamburger with all the standard toppings please,0.0458881855010986,1.0
169,2024_07_09 08_46_07 9yCZUQ.wav,Can I order a turkey sandwich on sourdough bread?,can i order a turkey sandwich on sortough bread,0.0482125282287597,0.9299770030995269
170,2024_07_09 10_23_35 5OlVjQ.wav,"I need a Chicken Katsu Plate and a Spicy Mexican Roll, please. No additional modifiers for either dish. Thank you!",i need a chicken katsup plate and a spicy mexican roll please no additional modifiers for either dish thank you,0.0625784397125244,0.9817110685701647
171,2024_07_18 09_36_25 vLTznw.wav,"Do you have a vegetarian pizza in both personal (9-inch) and family (13 by 18 inches) sizes? I would like to order one of each, please.",do you have a vegetarian pizza in both personal and family sizes i would like to order one of each please,0.0522582530975341,0.9630665156678878
172,2024_07_09 10_09_35 3MbJSQ.wav,"I need a bowl of miso soup without any utensils, and for my appetizer, I would like a house salad with extra cucumbers on the side. Thank you!",i need a bowl of miso soup without any utensils and for my appetizer i would like a house salad with extra cucumbers on the side thank you,0.0586769580841064,0.9999999996097609
173,2024_07_11 00_07_05 ONDPWA.wav,"I want to order a Super Quesadilla with Carne Asada, which is grilled steak. Could you please make sure it's well-seasoned and served hot? Thank you!",i want to order a super quesadilla with carne asada which is grilled steak could you please make sure it is well seasoned and served hot thank you,0.0694661140441894,0.981337424106753
174,2024_06_28 11_46_49 lAEoOQ.wav,"Can I get the Peking Duck with Half, and Vegetable Deluxe with Light Seasoning Sauce?",can i get the packn duck with half and vegetable delx with light seasoning sauce,0.0528483390808105,0.894370389636502
175,2024_06_28 11_13_25 5sY1bA.wav,"I would like to get a Jeera Rice, and Masala Chai.",i would like to get a gira rice and masala chai,0.0461676120758056,0.9490000518705335
176,2024_07_09 10_06_59 k71-9Q.wav,"Could I get a classic breakfast, one served over hard and another served over easy?",today i get a classic breakfast one served over hard and another served over easy,0.0534377098083496,0.9457398983326055
177,2024_07_24 12_53_18 2R8bWw.wav,"I would love to order a 12-inch Margherita Pizza on a gluten-free crust, please. Thank you!",i would love to order a twelve inch margherita pizza on a gluten free crust please thank you,0.0526900291442871,0.9959141301066755
178,2024_07_09 10_23_54 pRLWNA.wav,I want to order a Surf 'n Turf dish with peas and an 8-ounce Pomodoro Rice Bowl.,i want to order a surf and turfy dish with peas and an eight ounce pomodoro rice bowl,0.0514285564422607,0.9841960031701151
179,2024_07_12 03_33_26 9dY6uw.wav,"I would like to order a Reuben sandwich served with a side of creamy mocha cold brew, and also could I get a cup of the soup of the day? Thank you.",i would like to order a reuben sandwich served with a side of creamy mocha cold brew and also could i get a cup of the soup of the day thank you,0.0702297687530517,0.999999985514316
180,2024_07_11 00_35_22 56fXlw.wav,"Can I have the Chettinad Chicken Curry served with a side of warm, freshly baked naan bread?",can i have the shatunade chicken curry served with a side of warm freshly baked naan bread,0.0618488788604736,0.9489065813767704
181,2024_07_18 04_59_00 9nQTLA.wav,Do you have a Chicken Teriyaki served over a bed of spicy Chili Beans? I would love to try that combination.,do you have a chicken teriyaki served over a bed of spicy chili beans i would love to try that combination,0.0638482570648193,0.9999999890233583
182,2024_07_09 18_51_06 Nv49Zw.wav,"Please give me a serving of inari sushi and some wakame salad, both without any additional modifiers. Thank you!",please give me a serving of inori sushi and some wakami salad both without any additional modifiers thank you,0.0744388103485107,0.9770612816014171
183,2024_07_13 20_44_12 KDXwiA.wav,"Please give me a slice of gluten-free pastrami on rye bread, if available.",please give me a slice of gluten free pastrami on rye bread if available,0.0584893226623535,0.9969997968466342
184,2024_07_11 00_53_01 hGI1Bw.wav,"Can I have a chimichanga filled with shredded chicken and a Jarritos orange soda, please?",can i have a chimichanga filled with shredded chicken and a horito orange soda please,0.0691444873809814,0.9628348520060178
185,2024_07_09 10_02_11 vWrRAg.wav,"""I would appreciate a Plant-Based Nuggets Meal served with 5 oz of steamed white rice on the side, please.""",i would appreciate a plant based nuggets meal served with five os of steamed rice on the side please,0.0586836338043212,0.9733356237563652
186,2024_07_09 12_56_28 GIpcPA.wav,"""I need a Quesadilla Suiza with Shrimp and another one with Lengua, please.""",i need a quesadilla sweza with shrimp and another with langoa please,0.0526008605957031,0.9242283296227941
187,2024_07_08 05_07_49 urlrgw.wav,"I would appreciate a Reuben sandwich served with crispy fries on the side, and also could I get another one of those but paired with a fresh garden salad instead? Thank you.",i would appreciate a ribbon sandwich served with crispy fries on the side and also could i get another one of those but paired with a fresh garden salad instead thank you,0.067490816116333,0.9342917802740321
188,2024_07_18 09_40_44 prkanA.wav,"I want to order the Surf 'n Turf, but could you please add a side of shredded hash on the side? Thank you.",i want to order the surf and turf but could you please add a side of shredded hash on the side thank you,0.0545191764831543,0.9918052381490754
189,2024_07_11 00_18_40 -3l7GQ.wav,"May I please have the spicy chicken wings, but could you add some chorizo to them for an extra kick? Thank you!",may i please have the spicy chicken wings i could you add some chorizo to them for an extra kick thank you,0.0630207061767578,0.9971195481276951
190,2024_07_15 19_49_27 Uxj29w.wav,"Could I get a Parmigiana Sandwich with a side salad dressed in Thousand Island, and also another one of the same but with Caesar Dressing on the side?",could i get a parmesiana sandwich with a side salad dressed in thousand island and also another one of the same but with cesir dressing on the side,0.0672364234924316,0.9568940940137741
191,2024_07_18 21_15_23 lFEYow.wav,"Could I get a B.L.T. on a bagel with cream cheese, please?",could i get a bill tea on a bagel with cream cheese please,0.0530619621276855,0.8708679841327058
192,2024_07_11 00_19_35 h6HJvQ.wav,"I want to order a delicious Chicken Teriyaki served with a side of perfectly baked potato, please.",i want to order a delicious chicken teriyaki start with a side of perfectly baked potato please,0.0555999279022216,0.9931560341467032
193,2024_07_01 11_36_02 _6Lacg.wav,"Add a Chimichanga with Pastor, and Street Taco Trio (3) to my cart.",add a chimichanga with pasta and street taco trio three to my card,0.058124303817749,0.8790258792974782
194,2024_07_30 01_58_50 3GKZDA.wav,"Could I get a veggie omelette on the side of multigrain toast, and also a cheese omelette with a serving of crispy hash browns?",could i get a veggie omelette on the side of a multigrain toast and also a cheese omelette with a serving of crispy hash browns,0.055159568786621,0.9990036146208215
195,2024_07_10 07_26_02 2ZBeSQ.wav,"Could I have a California Roll and Hamachi Kama, please? No additional modifiers needed. Thank you!",could i have a california roll and a hamachi commama please no additional modifiers is needed thank you,0.0537483692169189,0.8854081211173636
196,2024_07_15 16_28_59 JxfXXA.wav,"Do you have the Surf 'n Turf served with a side of black beans, and also can I get another portion of Surf 'n Turf but this time accompanied by a 6-ounce serving of quinoa?",do you have a serf and turf served with a side of black beans and also can i get another portion of serf and turf but this time accompanied by a six ounce serving of quinoa,0.0720705986022949,0.873683450453208
197,2024_07_11 00_44_51 RAUmpg.wav,"I want to order the Swai Meal served with a fresh and colorful vegetable medley, please.",can i please have a cheeseburger with extra onions no tomatoes and ranch on the side and can i please have an extra patty with my burger,0.0728273391723632,0.6514143714692133
198,2024_07_30 02_03_50 itWUcQ.wav,"Can I have a veggie scramble served with whole wheat toast, please?",can i have a veggie scramble served with whole wheat toast please,0.0597476959228515,1.0
199,2024_07_12 03_22_51 spIQcQ.wav,"""I would appreciate a classic breakfast with the modification of having my eggs prepared as whites only, please.""",i would appreciate a classic breakfast with the modification of having my eggs prepared as whites only please,0.063943862915039,0.9999999889502076
200,2024_07_30 02_04_17 Uuq_nQ.wav,"I will have the Super Nachos topped with some delicious, grilled fish for a unique twist on a classic dish.",i will have the supernaturos topped with some delicious grilled fish for a unique twist on a classic dish,0.0525515079498291,0.9306178368819178
201,2024_07_15 16_22_07 AQvCkQ.wav,"Can I order a classic hamburger served with a side of crispy, seasoned sweet potato fries?",can i order a classic hamburger served with a side of crispy seasoned sweet potato fries,0.0518496036529541,1.0
202,2024_07_11 00_08_06 0YOCZQ.wav,"May I order a Turkey sandwich on whole wheat bread and another one on wheat slices, please?",may i order a turkey sandwich on whole wheat bread and another one on whole wheat slices please,0.0926301479339599,0.9988901135631536
203,2024_07_09 10_23_31 Be7C1Q.wav,"I would like to try the California Cup Special Soup, please. Thank you!",i would like to try the california cup special soup please thank you,0.0560441017150878,1.0
204,2024_07_12 03_41_33 Xhz62g.wav,"Could you please serve me a plate of Linguine Con Cozze, prepared with fresh clams? Thank you.",could you please serve me a plate of linguine conosa prepared with fresh clams thank you,0.0527169704437255,0.970083623055535
205,2024_07_09 18_52_59 vjylUg.wav,"May I get a plate of tacos topped with fresh, zesty pico de gallo?",may i get a plate of tacos topped with fresh sested picad de gallo,0.0588414669036865,0.9730618883160818
206,2024_07_09 18_50_41 FoGgcQ.wav,"I would like a Reuben sandwich with a side of fresh fruit salad, please.",i would like a reuben sandwich with a side of fresh fruit please,0.0534033775329589,0.9749407290238423
207,2024_06_28 11_49_13 7PzKkg.wav,"Could I get the Sicilian Cannolo with Pistachio, Acqua Panna, and Huevos Rancheros with Sunnyside Up?",could i get the sicline canolo with pistachio aquapana and hua rancoros with sunnyside up,0.0643312931060791,0.8836102272019736
208,2024_07_12 03_37_24 S2UqOA.wav,Could you please serve me a hot dog with some crispy fries on the side? Thank you!,could you please serve me a hot dog with some crispy fries on the side thank you,0.0512757301330566,0.9999999923725676
209,2024_07_10 09_56_58 qyJcXA.wav,"I would love to order a six-pack of BJ's Oasis Amber beer, please. Could you also bring it with the nano modifier? Thank you!",i would love to order six packs of dj's oasis amber beer please could you also bring it with nano modifier thank you,0.0643024444580078,0.9660162237034505
210,2024_07_08 05_54_14 bYZQTA.wav,"Could I please have a plate of country sausage and eggs, one order scrambled and the other served sunny-side up? Thank you.",could i please have a plate of country sausage and eggs one or scrambled and the other served sunny side up thank you,0.0606377124786376,0.9787958462663922
211,2024_07_30 02_21_12 9s5nrQ.wav,"I would love to start off my meal with a large serving of Old Bay Fries, please. No additional modifiers needed for these perfectly seasoned and crispy potatoes!",i would love to start off my meal with a large serving of old bay fries please no additional modifiers needed for these perfectly seasoned and crispy potatoes,0.0587632656097412,0.9999999876581553
212,2024_07_11 00_33_30 anKaOw.wav,"""May I order a plate of ham and eggs without any sides, along with a Denver omelet also served without any sides?""",may ordered a plate of ham and eggs without any sides along with a denver omelet also served without any sides,0.0568492412567138,0.9328065362025274
213,2024_07_09 13_00_53 op4ldQ.wav,"""I would like to try the Veggie Skillet, but could you please prepare it with egg whites instead of whole eggs?""",i would like to try the veggie skillet but could you please prepare it with egg whites instead of whole eggs,0.0535845756530761,0.9999999951847721
214,2024_07_09 18_57_26 C2DnDA.wav,Can you bring me a plate of super nachos loaded with fresh vegetables?,can you bring me a plate of super nachos loaded with fresh vegetables,0.0529420375823974,0.9999999870244909
215,2024_07_09 10_31_47 X_0Dbg.wav,"I want to order a plate of spicy chicken wings, one with BBQ sauce and another with a tangy pineapple glaze.",i want to order a plate of spicy chicken wings one with barbecue sauce and another with a tangy pineapple glaze,0.0517852306365966,0.9943612676679273
216,2024_07_09 09_53_48 r9nxbw.wav,"""Could you please serve me a delicious pastrami sandwich topped with melted cheese?""",could you please serve me a delicious pastrami sandwich topped with melted cheese,0.0583202838897705,1.0
217,2024_07_09 10_41_19 FyCVdg.wav,"May I please have a plate of ham and eggs, prepared with just the egg whites, or alternatively made into an omelette? Thank you.",may i please have a plate of ham and eggs prepared with just the egg whites or alternately itively made into an omelette thank you,0.074409008026123,0.9964367374834306
218,2024_07_08 04_22_02 GfYKiQ.wav,Could you please serve me a chimichanga filled with succulent shredded beef and another one stuffed with spicy chile relleno? Thank you!,could you please serve me a chimichanger filled with succulent shredded beef and another one stuffed with spicy chili relleno thank you,0.0666851997375488,0.9697819752670013
219,2024_07_08 06_26_58 6B-KMg.wav,"Can you bring me a California burger with onion rings and also, could I have a small wedge of the same as an appetizer?",can you bring me a california burger with onion rings and also could i have a small wedge of the same as an appetizer,0.0724501609802246,0.9999999797811315
220,2024_07_08 06_22_51 4-GR1w.wav,"I would like to order a buffalo chicken sandwich served over a fresh salad, and also could I get a small portion of garlic bread with cheese on the side?",i would like to order a buffalo chicken sandwich served over a fresh salad and also could i get a small portion of garlic bread with cheese on the side,0.0675387382507324,0.9999999830151023
221,2024_07_11 00_52_11 gUWQfA.wav,"""I need a B.L.T. sandwich served with a side of yogurt parfait, and also could you please add some spicy 'angry' potatoes to my order?""",i need a blt sandwich served with a side of yogurt parfait and also could you please add some spicy angry potatoes to my order,0.0851318836212158,0.9999999972062825
222,2024_07_07 17_28_07 i-NOcQ.wav,"I would like to try three Sopes Con Arroz Y Frijoles, please. Could you add the Pastor as a modifier for me? Thank you!",i would like to try three sopets cor arll withef f jollies please could you add the pastor as a modifier for me thank you,0.0713098049163818,0.8906009343068159
223,2024_07_13 20_40_43 bZTPKg.wav,"May I order a Classic Tender Box with three classic chicken tenders, please?",may i order a classic tenderbox with three classic chicken tenders please,0.0616252422332763,0.9932039229856935
224,2024_07_09 10_26_34 XpWrZA.wav,"I will take the gnocchi with a creamy Gorgonzola cheese sauce and some boneless wings in Tatonka® Stout Buffalo sauce, please.",i will take a noochi with a creamy gorgonzola cheese sauce and some boneless wings in the tonka stout buffalo sauce please,0.0724897384643554,0.9214286557758172
225,2024_07_11 00_54_51 ECkI9w.wav,"I would appreciate a Veggie Scramble served with Home Fried Potatoes, please. Thank you!",i would appreciate a veggie scramble served with home fried potatoes please thank you,0.0580353736877441,0.9999999895848404
226,2024_07_30 02_19_40 i8ychg.wav,"I would love to order a plate of super nachos with a generous helping of red sauce and goat cheese, along with a refreshing chef's salad drizzled in creamy ranch dressing. Thank you!",i would love to order a plate of supernaturos with a generous helping of red sauce and goat cheese along with a refreshing chef's salad drizzled in creamy ranch dressing thank you,0.0682754516601562,0.9506738607559567
227,2024_07_23 15_04_18 DkLyxw.wav,May I please have a cheeseburger with extra mayo on the side?,may i please have a cheeseburger with extra mayo on the side,0.046485424041748,1.0
228,2024_07_12 03_37_08 tLbT2g.wav,I would like to order a turkey sandwich with cucumber and another one with potato salad on the side.,i would like to order a turkey sandwich with cucumber and another one with potato salad on the side,0.0539875030517578,0.9999999835914575
229,2024_07_14 21_02_14 1e8kaw.wav,"May I order a B.L.T. sandwich with extra cheese and a side of creamy, savory cheese grits?",may i order billty sandwich with extra cheese and a side of creamy savourory cheese grins,0.0593693256378173,0.8768514895437659
230,2024_07_09 10_07_18 LAX_Pg.wav,Could you please serve me a Reuben sandwich on a freshly toasted bagel? Thank you!,can please serve me a reub' sandwich on a freshly toasted bageer thank you,0.0462746620178222,0.906090505085321
231,2024_07_24 06_20_49 Ug68rw.wav,"I would appreciate a Denver Omelet on sourdough toast, and also one on whole-wheat toast. Thank you!",i would appreciate a denver omelette on sourdough toast and also one on whole wheat toast thank you,0.0731372833251953,0.9884091769115483
232,2024_07_11 00_35_34 s_VsGQ.wav,Can you bring me a delicious hamburger topped with a sweet and gooey banana-Nutella crepe?,can you bring me a delicious hamburger topped with a sweet and gooey banana nutella crepe,0.0567560195922851,0.988126805386497
233,2024_07_15 19_45_44 1aeUOQ.wav,"May I please have a Parmigiana Sandwich made with succulent chicken breast, and also, could you prepare the Grilled Salmon topped with rich garlic butter? Thank you.",may i please have a parmigiana sandwich made with succulent chicken breasts and also could you prepare the grilled salmon topped with rich garlic pder thank you,0.0707895755767822,0.995287321394508
