,audio_path,ground_truth,transcription,inference_time,Semantic_Analysis
118,2024_07_30 02_09_11 8u8wqg.wav,"May I please have a Shrimp Tempura Hand Roll and also, could you add the Green Monster Roll to my order? Thank you.",may i please have a shrimp tempura hand roll and also could you add the green monster roll to my order thank you,0.0434920787811279,0.9999999893388969
119,2024_07_12 03_33_52 1oK9Fw.wav,"Can you bring me a regular burrito with asada and also, I would like to have the Torta Mexicana prepared with steak. Thank you!",can you bring me a regular burrito with asada and also i would like to have the torta mexicana prepared with steak thank you,0.0490014553070068,0.9999999962338815
120,2024_07_09 09_43_24 Er3edw.wav,"Could I get a hamburger with freshly sliced tomatoes on top, please?",could i get a hamburger with freshly sliced tomatoes on top please,0.0518984794616699,0.9999999973845853
121,2024_07_18 08_46_15 bNgvAg.wav,"I need a large bowl of Wor Won Ton Soup to start off my meal, please.",i need a large bowl of war wonton soup to start off my meal please,0.0429670810699462,0.9321016607133132
122,2024_07_11 01_03_28 iLP9lA.wav,"Can I have the Swai Meal with a side of standard-serving, 4 oz Red Potato Mash? Also, could you please add the Surf 'n Turf dish to my order along with another portion of the same red potato mash on the side.",can i have this sui meal with a side of standard serving four ounce red potato mash also could you please add the surf and turf dish to my order along with another portion of the same red potato mash on the side,0.0551323890686035,0.9496823366747468
123,2024_07_30 02_19_59 CaxyVg.wav,"Please give me a delicious Patty Melt accompanied by some refreshing Sweet Tea, and also add an appetizing Country Skillet with Scrambled eggs on the side. Thank you!",please give me a delicious patty melt accompanied by some refreshing sweet tea and also add an appetizing country skillet with scrambled eggs on the side thank you,0.0570981502532959,0.9999999855896307
124,2024_07_11 02_48_12 rTG_LA.wav,"Can I order a delicious breakfast of ham and eggs, served with a delightful side of bananas and cream?",can i order a delicious breakfast of ham and eggs served with a delightful slide of banana and cream,0.048349380493164,0.9790009247676877
125,2024_07_18 21_14_02 QSWufQ.wav,May I please have a Chicken Caesar Salad with Vinaigrette dressing on the side? Thank you.,may i please have a chicken cesar salad with vinaigrette dressing on the side thank you,0.0467078685760498,0.9539951198992335
126,2024_07_11 00_23_39 agYHeA.wav,I will take the Plant-Based Nuggets Meal with a side of 4 oz Quinoa.,i will take the plant based nugget meal with a side of four ounce quinoa,0.0371713638305664,0.9837625688707233
127,2024_07_09 10_22_28 ivc3qQ.wav,"I need a plant-based nuggets meal with steamed broccoli and another one with sautéed zucchini on the side, please.",i need a plant based nugget meal with steamed broccoli and another one with sached zucchini on the side please,0.0433566570281982,0.979250292148479
128,2024_07_09 09_45_49 monrHA.wav,"""I need a turkey sandwich with extra pickles, and another one with fresh lettuce on the side.""",i need a turkey sandwich with extra pickle and another one with fresh lettuce on the side,0.0388181209564209,0.997845617019228
129,2024_07_09 18_59_47 rkNa3A.wav,"May I please have the Swai Meal, served with a side of steamed white rice at 5 oz? Thank you.",may i please have this suaii meal served with a side of steamed white rice at five ounces thank you,0.0422253608703613,0.9473508815489459
130,2024_07_09 10_24_08 vpaVYg.wav,"May I please have a half portion of the succulent Peking Duck, served with traditional pancakes and hoisin sauce on the side?",may i please have a half portion of the chplade packing duck served with traditional pancakes and hoisin sauce on the side,0.0439221858978271,0.8957069176251309
131,2024_07_18 08_46_55 82Ybrw.wav,"Could I have a Quesadilla Suiza with freshly diced tomatoes, and also, could you please prepare a Regular Burrito topped with juicy slices of tomato? Thank you!",could i have a cassadillia seezer with fresh with freshly diced tomatoes and also could you please prepare a regular burrito topped with juicy slices of tomato thank you,0.0456480979919433,0.8784308757972267
132,2024_07_09 10_22_33 KxDo8Q.wav,Can you bring me a Reuben sandwich with extra tomatoes and some spicy chicken wings topped with Linguica?,can you bring me a reiveed sandwich with exra tomatoes and some spicy chicken wings topped with limka,0.0368752479553222,0.9068655044297486
133,2024_07_12 03_30_10 EO488g.wav,"""I will have the Super Nachos, one order with Beef Tongue and another with Chile Verde. Thank you.""",i will have the super nachos one order with beef tongue and another with chile verde thank you,0.0416600704193115,0.9999999970966532
134,2024_07_11 00_03_28 8PuRBw.wav,"Could I have a turkey sandwich on a raisin nut roll, and also a ham & Swiss with a soft French bun?",could i have a turkey sandwich on a raisin nut roll and also a ham and swiss with a soft french bun,0.0405194759368896,0.9980851649229279
135,2024_07_30 02_07_48 gdSsfw.wav,"Can I have a grilled steak on top of the tostada, please?",can i have a grilled steak on top of the tostada please,0.0356142520904541,0.9999999893973577
136,2024_07_30 01_59_08 ZmjQVw.wav,"""May I order a veggie omelette on wheat bread and also, could you please add an apple to my meal?""",may i order a veggie omelette on wheat bread and also could you please add an apple to my meal,0.0363481044769287,1.0
137,2024_07_16 16_38_07 d1RC-w.wav,"Please give me the Swai Meal with a side of Cinnamon Sweet Potato Mash, and could you make sure it's served in a 5-ounce portion? Thank you.",please give me this sy meal with a side of cinnamon sweet potato mash and can you make sure it's served in a five ounced potion thank you,0.0545923709869384,0.8926891746742531
138,2024_07_11 00_18_57 GSIPpg.wav,Could you please serve me a plate of sweet salami rolls and some spicy Italian sausages? Thank you!,yeah could you please serve me a plate of sweet salami rolls and some spicy itllian sausage thank you,0.0366675853729248,0.9844107659522638
139,2024_07_09 18_58_30 Rx4fng.wav,"Can you bring me a delicious Patty Melt with Garlic-Oregano Fries on the side, and also add a Super Quesadilla topped with Al Pastor and BBQ Pork? Thank you!",can you bring me a delicious patty melt with garlic oregano fries on the side and also add a super quesadilla topped with el pastor and barbecue pork,0.0507729053497314,0.9684665498369543
140,2024_07_09 10_28_07 VVRAyw.wav,"Could you please serve me a Surf 'n Turf dish, prepared with quinoa and weighing approximately 7 oz? Thank you.",could you serve me a span class name is equal to variable serpenterf span dish span class name is equal to variable prepared with twin wa span and weighing approximately seven ounce thank you,0.053004503250122,0.6555745986156704
141,2024_07_24 00_55_23 1qE6Dw.wav,Could I have a pastrami sandwich without any mayo?,can i have pastorami sandwich without any meal,0.038553237915039,0.788892764213213
142,2024_07_11 01_07_46 TBMNDg.wav,"Could I please have two swai meals, one served with a side of steamed white rice and the other with steamed brown rice, both portions being 7 oz? Thank you.",could i please have two suede meals one served with a side of steamed white rice and the other with steamed brown rice both portions being seven ounces thank you,0.0524401664733886,0.8935597120898942
143,2024_07_18 08_45_56 lfuq3A.wav,"I would like to try a classic hot dog served with a refreshing side of root beer, please.",i would like to try a classic hondg served with a refreshing side of root beer please,0.0592904090881347,0.886065532276001
144,2024_07_30 02_09_44 -ZuUgA.wav,"May I get a Veggie Scramble served with Grilled Homestyle Potatoes, please?",may i get a veggie scramble served with grilled hom style potatoes please,0.0348122119903564,0.9703443103721073
145,2024_07_15 06_59_58 ahkaKg.wav,"May I please have a full serving of Peking Duck and also, could you bring me a 12oz Cookies & Cream dessert? Thank you.",may i please have a full serve of peaking duck and also i want to bring me a twelve ounce cookie and cream dessert thank you,0.0442831516265869,0.9129817485036723
146,2024_07_09 10_24_32 TfHqVA.wav,"I'm sorry for any confusion, but it seems there might be a mix-up in the items and modifiers you provided. Pastrami is typically a type of cured meat often served on rye bread or as part of sandwiches, while chocolate chips are usually associated with desserts like cookies or brownies. Could I assist you by suggesting a pastrami sandwich instead? If so, would you prefer it toasted or untoasted and what type of bread do you fancy – rye, whole wheat, or something else?",i'm sorry for any confusion but it seems that there might be a mix up in the items and modifiers you provided pastrami is typically a type of cured meat often served with rye bread or as part of sandwiches while chocolate chips are usually associated with desserts like cookies or brownies could i assist you by suggesting a pastrami sandwich instead if so would you prefer it toasted or untoasted and what type of bread do you fancy rye whole wheat or something else,0.0769417285919189,0.9991249912192651
147,2024_07_09 13_00_27 YGzLRw.wav,"Do you have a Fanta Orange Soda? I would like to order two liters of it, please. Thank you!",do you have a fenta orange soda i would like to order two litters of it please thank you,0.0384273529052734,0.8563298705268682
148,2024_07_08 06_39_04 deIDFQ.wav,"I would like to order a delicious hamburger served on a warm, crispy sourdough toast and accompanied by some golden-brown curly fries.",i would like to order a delicious hamburger served on a warm crispy sourdough toast and accompanied by some golden brown curly fries,0.0402369499206543,0.9937488635422701
149,2024_07_08 05_53_44 d25glQ.wav,"""I would love to start off with the Antipasto Salad, but could you please dress it lightly with some high-quality olive oil?""",i would love to start off with the antipasto salad but could you please dress it lightly with some high quality olive oil,0.0427405834197998,0.9921859998588325
150,2024_07_09 10_03_09 xS07wA.wav,"I will take a regular burrito with black beans on the side, please.",i will take a regular burrito with black beans on the side please,0.0353748798370361,1.0
151,2024_07_24 06_23_40 dptYyQ.wav,"Can you bring me a refreshing glass of orange soda and a fizzy cherry Coke, please? Thank you!",can you bring me a refreshing glass of orange soda and a fizzy cherry coke please thank you,0.0353870391845703,1.0
152,2024_07_09 09_38_26 cq7HXA.wav,"I need a Patty Melt with a side of fries and another one with a side of mayonnaise, please.",i need a patty mlk with a side of fries and another one with a side of mayonnaise placease,0.0354413986206054,0.869917629960009
153,2024_07_15 19_38_36 Lop3Pg.wav,"I will have the Huevos Rancheros, but could you please add a side of creamy cottage cheese to it? Thank you.",i will have the jvenus rancheros but would you please add a side of creamy cottage cheese to it thank you,0.0465812683105468,0.9413643747149744
154,2024_07_11 00_22_29 hWLveg.wav,"I would like to start with a Build Your Own Poke Bowl featuring fresh salmon, and for my main course, I would love the Original Sandwich Combo but without any dipping sauce. Thank you!",i would like to start with a build your own poke bowl featuring fresh salmon for my main course i would love the original sandwich combo but without any dipping sauce thank you,0.0524141788482666,0.9968798638198895
155,2024_07_11 00_43_19 omg7gw.wav,"Can I have a New York Steak served with the Soup of the Day, and an Italian Sausage on Light Rye Bread?",can i have a new york steak served with the soup of the day and the italian sausage on light rye bread,0.0479717254638671,0.9988685727904045
156,2024_07_11 00_23_17 bHgsmw.wav,"""I need a large house salad, please.""",i need a large house salad please,0.0328898429870605,0.9999999819330094
157,2024_07_09 10_25_01 AntQCg.wav,"Can I have a refreshing real fruit shake? No modifiers, please. Just the natural flavors of fresh fruits blended to perfection. Thank you!",can i have a refreshing real fruit shake no modifiied spies just the natural flavors of fresh fruits blended to perfection thank you,0.0368406772613525,0.987414289200773
158,2024_07_11 00_34_50 Cumg-g.wav,"I would appreciate a delicious Patty Melt accompanied by a fresh, crisp salad on the side. Additionally, I would like to order your signature Cali Burger with a generous serving of golden-brown fries alongside it. Thank you!",i would appreciate a delicious patty melt accompanied by a fresh crisp salad on the side additionally i would like to order your signature cali burger with a generous serving of golden brown fries alongside,0.0421516895294189,0.9912059139614929
159,2024_07_14 06_41_16 bOixvA.wav,"""I would appreciate a warm, comforting cup of masala chai served in a traditional clay pot and for my main course, I would like to have the grilled ham and cheese sandwich with no additional modifiers. Thank you.""",i would appreciate a warm comforting cup of masala chai served in a traditional clay pot and for my main course i would like to have a grillded hamer cheese sandwich with no additional modifier thank you,0.0511915683746337,0.9866737081022355
160,2024_07_15 18_10_44 VsE5SQ.wav,Please give me a New York Steak served with a side salad that includes blue cheese dressing on the side. Thank you!,please give me a new york steak served with a side salad that includes blue cheese dressing on the side thank you,0.0375921726226806,0.9999999949515945
161,2024_07_16 16_40_28 G5JuUw.wav,I would like to order a Parmigiana Sandwich along with a bowl of Minestrone Soup as my side. Thank you!,i would like to order a parmigiano sandwich along with a bowl of minestrone soap as my side thank you,0.0432569980621337,0.9443922449081857
162,2024_07_14 21_02_39 5BAVrg.wav,"I would like to try a BLT sandwich, and could I also get a refreshing glass of homemade lemonade with it?",i would like a tri aal tea sandwich and could i also get a refreshing glass of homemade lemonade with it,0.0418624877929687,0.8950671327804391
163,2024_06_28 11_48_27 sdgfoA.wav,"Could I get the Triple Chocolate, and Single Tender with Lite Mild?",could i get the triple chocolate and single tender with light mild,0.0353410243988037,0.9842078405275053
164,2024_07_11 00_44_01 2HalhA.wav,"I would like to order a Parmigiana Sandwich, and could I also get it served with a side salad without any dressing?",i would like to order a parmesan sandwich and i could also get it served with a side sal without any dressing,0.0426516532897949,0.9266103073970942
165,2024_07_09 18_51_33 n4HTsw.wav,"I would like to try a Hawaiian Pizza on a pan crust, please.",i would like to try a hawaiian pizza on a pan crust please,0.033583641052246,1.0
166,2024_07_09 10_22_40 pyVIwA.wav,"Can you bring me a plate of chips served with our house-made guacamole and salsa, please?",could you bring me a plate of chips served with our housemaid guacamole and salsa please,0.0345566272735595,0.9574356446495554
167,2024_07_30 02_10_18 aHJA4Q.wav,"Could I get a plate of ham and eggs, prepared over-easy? And also, could you please prepare another one without the eggs for me? Thank you.",could i get a plate of ham and eggs prepared over easy and also could you please prepare another one without the eggs for me thank you,0.0362138748168945,0.9621537376663619
168,2024_07_15 16_16_57 zkfB0A.wav,"Can you bring me a hamburger with all the standard toppings, please?",can you bring me a hamburger with all the standard toppings please,0.0332841873168945,1.0
169,2024_07_09 08_46_07 9yCZUQ.wav,Can I order a turkey sandwich on sourdough bread?,can i order a turkey sandwich on sdough bread,0.0336277484893798,0.9471447940399507
170,2024_07_09 10_23_35 5OlVjQ.wav,"I need a Chicken Katsu Plate and a Spicy Mexican Roll, please. No additional modifiers for either dish. Thank you!",i need a chicken katsup plate and a spicy mexican roll please no additional modifiers for either dish thank you,0.0419466495513916,0.9817110685701647
171,2024_07_18 09_36_25 vLTznw.wav,"Do you have a vegetarian pizza in both personal (9-inch) and family (13 by 18 inches) sizes? I would like to order one of each, please.",do you have a vegetarian pizza in both personal and family sizes i would like to order one of each please,0.0330543518066406,0.9630665156678878
172,2024_07_09 10_09_35 3MbJSQ.wav,"I need a bowl of miso soup without any utensils, and for my appetizer, I would like a house salad with extra cucumbers on the side. Thank you!",i need a bowl of miso soup without any utensils and for my appetiser i would like a house salad with extra cucumbers on the side thank you,0.0381550788879394,0.9986390268139428
173,2024_07_11 00_07_05 ONDPWA.wav,"I want to order a Super Quesadilla with Carne Asada, which is grilled steak. Could you please make sure it's well-seasoned and served hot? Thank you!",i want to order a super quesadilla with carne asada which is grilled steak could you please make sure it is well seasoned and served hot thank you,0.0450215339660644,0.981337424106753
174,2024_06_28 11_46_49 lAEoOQ.wav,"Can I get the Peking Duck with Half, and Vegetable Deluxe with Light Seasoning Sauce?",can i get the packing duck with half and vegetable delix with light seasoning sauce,0.0361111164093017,0.9027003027609269
175,2024_06_28 11_13_25 5sY1bA.wav,"I would like to get a Jeera Rice, and Masala Chai.",i would like to get the jira rice and masala ji,0.0364875793457031,0.9108295035545219
176,2024_07_09 10_06_59 k71-9Q.wav,"Could I get a classic breakfast, one served over hard and another served over easy?",could i get a classic breakfast one served over hard and another served over easy,0.0380239486694335,0.9999999827397947
177,2024_07_24 12_53_18 2R8bWw.wav,"I would love to order a 12-inch Margherita Pizza on a gluten-free crust, please. Thank you!",i would love to order a twelve inch margarita pizza on a gluten free crust please thank you,0.0320963859558105,0.9394476819407812
178,2024_07_09 10_23_54 pRLWNA.wav,I want to order a Surf 'n Turf dish with peas and an 8-ounce Pomodoro Rice Bowl.,i want to order a serpent of dish with peesas and an eight ounce pomodoro rice bowl,0.0343449115753173,0.8183717914341535
179,2024_07_12 03_33_26 9dY6uw.wav,"I would like to order a Reuben sandwich served with a side of creamy mocha cold brew, and also could I get a cup of the soup of the day? Thank you.",i would like to order a reuben sandwich served with a side of creamy mocha cold brew and also could i get a cup of the soup of the day thank you,0.0423228740692138,0.999999985514316
180,2024_07_11 00_35_22 56fXlw.wav,"Can I have the Chettinad Chicken Curry served with a side of warm, freshly baked naan bread?",can i have the shattanat chicken curry served with a side of warm freshly baked naan bread,0.0443248748779296,0.9554332743723493
181,2024_07_18 04_59_00 9nQTLA.wav,Do you have a Chicken Teriyaki served over a bed of spicy Chili Beans? I would love to try that combination.,do you have a chicken teriyaki served over a bed of spicy chili beans i would love to try that combination,0.0460822582244873,0.9999999890233583
182,2024_07_09 18_51_06 Nv49Zw.wav,"Please give me a serving of inari sushi and some wakame salad, both without any additional modifiers. Thank you!",please give me a serving of inori sushi and some wakame salad both without any additional modifiers thank you,0.0396218299865722,0.9767570773926731
183,2024_07_13 20_44_12 KDXwiA.wav,"Please give me a slice of gluten-free pastrami on rye bread, if available.",please give me a slice of gluten free pastami on rye bread if available,0.0458862781524658,0.9202982257211714
184,2024_07_11 00_53_01 hGI1Bw.wav,"Can I have a chimichanga filled with shredded chicken and a Jarritos orange soda, please?",can i have a chimichanga filled with shredded chicken and a hurito orange soda please,0.0476834774017334,0.9728420356310532
185,2024_07_09 10_02_11 vWrRAg.wav,"""I would appreciate a Plant-Based Nuggets Meal served with 5 oz of steamed white rice on the side, please.""",i would appreciate a plant based nuggets meal served with five oounds of streamed rice on the side please,0.0400621891021728,0.9589836082415146
186,2024_07_09 12_56_28 GIpcPA.wav,"""I need a Quesadilla Suiza with Shrimp and another one with Lengua, please.""",i need a quesadillia suza with shrimp and another with langua please,0.0416095256805419,0.942576360864842
187,2024_07_08 05_07_49 urlrgw.wav,"I would appreciate a Reuben sandwich served with crispy fries on the side, and also could I get another one of those but paired with a fresh garden salad instead? Thank you.",i would appreciate a ribbon sandwich served with crispy fries on the side and also could i get another one of those prepared with a fresh garden salad instead,0.0460805892944335,0.9232333237707389
188,2024_07_18 09_40_44 prkanA.wav,"I want to order the Surf 'n Turf, but could you please add a side of shredded hash on the side? Thank you.",i want to order the surf and turf but could you please add a side of shredded hash on the side thank you,0.0418455600738525,0.9918052381490754
189,2024_07_11 00_18_40 -3l7GQ.wav,"May I please have the spicy chicken wings, but could you add some chorizo to them for an extra kick? Thank you!",may i pleast have the spicy chicken i could you add some toriza to them for an extra kick thank you,0.0398457050323486,0.9148886199984315
190,2024_07_15 19_49_27 Uxj29w.wav,"Could I get a Parmigiana Sandwich with a side salad dressed in Thousand Island, and also another one of the same but with Caesar Dressing on the side?",could i get a parmigiana sandwich with a side salad dressed in thousand island and also another one of the same but with cesar dressing on the side,0.0568554401397705,0.9820482617611681
191,2024_07_18 21_15_23 lFEYow.wav,"Could I get a B.L.T. on a bagel with cream cheese, please?",could i get a beill tea on a bagel with cream cheese please,0.0359730720520019,0.8856250562927827
192,2024_07_11 00_19_35 h6HJvQ.wav,"I want to order a delicious Chicken Teriyaki served with a side of perfectly baked potato, please.",i want to order a delicious chicken teriyaki start with the side of perfectly baked potato plees,0.0367505550384521,0.9809230321824642
193,2024_07_01 11_36_02 _6Lacg.wav,"Add a Chimichanga with Pastor, and Street Taco Trio (3) to my cart.",add a chimichanga with pastter and street taco trio three to my card,0.0373377799987793,0.8997375618291894
194,2024_07_30 01_58_50 3GKZDA.wav,"Could I get a veggie omelette on the side of multigrain toast, and also a cheese omelette with a serving of crispy hash browns?",could i get a veggie omelette on the side of a multiigrain toast and also a cheese omelette with a serving of crispy hash browns,0.0486872196197509,0.9949082599329574
195,2024_07_10 07_26_02 2ZBeSQ.wav,"Could I have a California Roll and Hamachi Kama, please? No additional modifiers needed. Thank you!",could i have a california roll and a hamachi kama please no additional modifiers needed thank you,0.0359771251678466,0.9935972924117719
196,2024_07_15 16_28_59 JxfXXA.wav,"Do you have the Surf 'n Turf served with a side of black beans, and also can I get another portion of Surf 'n Turf but this time accompanied by a 6-ounce serving of quinoa?",do you have a serfent turf served with a side of black beans and also can i get another portion of serfent turf but this time accompanied by a six ounce serving of quinoa,0.0473301410675048,0.8938664372831789
197,2024_07_11 00_44_51 RAUmpg.wav,"I want to order the Swai Meal served with a fresh and colorful vegetable medley, please.",can i please have a cheeseburger with extra onions no tomatoes and ranch on the side and can i please have an extra patty with my burger,0.0463423728942871,0.6514143714692133
198,2024_07_30 02_03_50 itWUcQ.wav,"Can I have a veggie scramble served with whole wheat toast, please?",can i have a veggie scramble served with whole wheat toast please,0.0375351905822753,1.0
199,2024_07_12 03_22_51 spIQcQ.wav,"""I would appreciate a classic breakfast with the modification of having my eggs prepared as whites only, please.""",i would appreciate a classic breakfast with the modification of having my eggs prepared as whites only please,0.0459792613983154,0.9999999889502076
200,2024_07_30 02_04_17 Uuq_nQ.wav,"I will have the Super Nachos topped with some delicious, grilled fish for a unique twist on a classic dish.",i will have the supernaturos topped with some delicious grilled fish for a unique twist on a classic dish,0.0447068214416503,0.9306178368819178
201,2024_07_15 16_22_07 AQvCkQ.wav,"Can I order a classic hamburger served with a side of crispy, seasoned sweet potato fries?",can i order a classic hambury served with a side of crispy seasoned sweet potato fries,0.0446867942810058,0.893839517292463
202,2024_07_11 00_08_06 0YOCZQ.wav,"May I order a Turkey sandwich on whole wheat bread and another one on wheat slices, please?",may i order a turkey sandwich on whole wheat bread and another one on whole wheat slices please,0.0615172386169433,0.9988901135631536
203,2024_07_09 10_23_31 Be7C1Q.wav,"I would like to try the California Cup Special Soup, please. Thank you!",i would like to try the california cup special soup please thank you,0.038196325302124,1.0
204,2024_07_12 03_41_33 Xhz62g.wav,"Could you please serve me a plate of Linguine Con Cozze, prepared with fresh clams? Thank you.",could you please serve me a plate of linguini concosa prepared with fresh clams thank you,0.0335099697113037,0.9800871904307479
205,2024_07_09 18_52_59 vjylUg.wav,"May I get a plate of tacos topped with fresh, zesty pico de gallo?",may i get a plate of tacos topped with fresh sesty pic de gallo,0.0336537361145019,0.9714088102721063
206,2024_07_09 18_50_41 FoGgcQ.wav,"I would like a Reuben sandwich with a side of fresh fruit salad, please.",i would like a reuben sandwich with a side of fresh fruit please,0.0348598957061767,0.9749407290238423
207,2024_06_28 11_49_13 7PzKkg.wav,"Could I get the Sicilian Cannolo with Pistachio, Acqua Panna, and Huevos Rancheros with Sunnyside Up?",gulget the slin canolo with pistachio aquatana and huz rancoros with sunnyside up,0.0399012565612793,0.795985037195982
208,2024_07_12 03_37_24 S2UqOA.wav,Could you please serve me a hot dog with some crispy fries on the side? Thank you!,could you please serve me a hot dog with some crispy fries on the side thank you,0.0531983375549316,0.9999999923725676
209,2024_07_10 09_56_58 qyJcXA.wav,"I would love to order a six-pack of BJ's Oasis Amber beer, please. Could you also bring it with the nano modifier? Thank you!",i would love to order six pack of djs oasis amber beer please could you also bring it with nano modifier thank you,0.0394461154937744,0.9647770378608927
210,2024_07_08 05_54_14 bYZQTA.wav,"Could I please have a plate of country sausage and eggs, one order scrambled and the other served sunny-side up? Thank you.",could i please have a plate of country sausage and eggs one ord scrambled and the other served sunny side up thank you,0.038273811340332,0.9779997335505959
211,2024_07_30 02_21_12 9s5nrQ.wav,"I would love to start off my meal with a large serving of Old Bay Fries, please. No additional modifiers needed for these perfectly seasoned and crispy potatoes!",i would love to start off my meal with a large serving of old bay fries please no additional modifiers is needed for these perfectly seasoned and crispy potatoes,0.0382211208343505,0.998809044145513
212,2024_07_11 00_33_30 anKaOw.wav,"""May I order a plate of ham and eggs without any sides, along with a Denver omelet also served without any sides?""",may i ordered a plate of ham and eggs without any sides along with a denver omelette also served without any sides,0.0384247303009033,0.9913908090551848
213,2024_07_09 13_00_53 op4ldQ.wav,"""I would like to try the Veggie Skillet, but could you please prepare it with egg whites instead of whole eggs?""",i would like to try the veggie skillet but could you please prepare it with egg whites instead of whole eggs,0.0358002185821533,0.9999999951847721
214,2024_07_09 18_57_26 C2DnDA.wav,Can you bring me a plate of super nachos loaded with fresh vegetables?,can you bring me a plate of super nachos loaded with fresh vegetables,0.0387330055236816,0.9999999870244909
215,2024_07_09 10_31_47 X_0Dbg.wav,"I want to order a plate of spicy chicken wings, one with BBQ sauce and another with a tangy pineapple glaze.",i want to order a plate of spicy chicken wings one with barbecue sauce and another with a tangy pineapple glaze,0.0338852405548095,0.9943612676679273
216,2024_07_09 09_53_48 r9nxbw.wav,"""Could you please serve me a delicious pastrami sandwich topped with melted cheese?""",could you please serve me a delicious pastrami sandwich topped with melted cheese,0.0421774387359619,1.0
217,2024_07_09 10_41_19 FyCVdg.wav,"May I please have a plate of ham and eggs, prepared with just the egg whites, or alternatively made into an omelette? Thank you.",may i please have a plate of ham and eggs prepared with just the egg whites or alternately vatively made into an omelette thank you,0.0400583744049072,0.9947693540432521
218,2024_07_08 04_22_02 GfYKiQ.wav,Could you please serve me a chimichanga filled with succulent shredded beef and another one stuffed with spicy chile relleno? Thank you!,could you please serve me a chimichanga filled with succulent shredded beef and another one stuffed with spicy chilarellano thank you,0.0427024364471435,0.9921765511033236
219,2024_07_08 06_26_58 6B-KMg.wav,"Can you bring me a California burger with onion rings and also, could I have a small wedge of the same as an appetizer?",can you bring me a california burger with onion rings and also could i have a small wedge of the same as an appetizer,0.0421550273895263,0.9999999797811315
220,2024_07_08 06_22_51 4-GR1w.wav,"I would like to order a buffalo chicken sandwich served over a fresh salad, and also could I get a small portion of garlic bread with cheese on the side?",i would like to order a buffalo chicken sandwich served over a fresh salad and also could i get a small portion of garlic bread with cheese on the side,0.0429303646087646,0.9999999830151023
221,2024_07_11 00_52_11 gUWQfA.wav,"""I need a B.L.T. sandwich served with a side of yogurt parfait, and also could you please add some spicy 'angry' potatoes to my order?""",i need a blt sandwich served with a side of yogurt parfait and also could you please add some spicy angry potatoes to my order,0.0503809452056884,0.9999999972062825
222,2024_07_07 17_28_07 i-NOcQ.wav,"I would like to try three Sopes Con Arroz Y Frijoles, please. Could you add the Pastor as a modifier for me? Thank you!",i would like to try three sopeets corn arol with jolies please could you add the pastor as a modifier for me thank you,0.0443885326385498,0.9069704333631652
223,2024_07_13 20_40_43 bZTPKg.wav,"May I order a Classic Tender Box with three classic chicken tenders, please?",may i order a classic tender boox with free classic chicken tenders please,0.0412206649780273,0.8848106053760665
224,2024_07_09 10_26_34 XpWrZA.wav,"I will take the gnocchi with a creamy Gorgonzola cheese sauce and some boneless wings in Tatonka® Stout Buffalo sauce, please.",i will take a nochi with a creamy gorgonzola cheese sauce and some boneless wings in the tonka stout buffalo sauce please,0.0406558513641357,0.9246827642979172
225,2024_07_11 00_54_51 ECkI9w.wav,"I would appreciate a Veggie Scramble served with Home Fried Potatoes, please. Thank you!",i would appreciate a veggie scramble served with home fried potatoes please thank you,0.0371491909027099,0.9999999895848404
226,2024_07_30 02_19_40 i8ychg.wav,"I would love to order a plate of super nachos with a generous helping of red sauce and goat cheese, along with a refreshing chef's salad drizzled in creamy ranch dressing. Thank you!",i would love to order a plate of super nachos with a generous helping of red sauce and goat cheese along with a refreshing chef's salad drizzled in creamy ranch dressing thank you,0.0479876995086669,1.0
227,2024_07_23 15_04_18 DkLyxw.wav,May I please have a cheeseburger with extra mayo on the side?,may i please have a cheeseburger with extra mayo on the side,0.0365760326385498,1.0
228,2024_07_12 03_37_08 tLbT2g.wav,I would like to order a turkey sandwich with cucumber and another one with potato salad on the side.,i would like to order a turkey sandwich with cucumber and another one with potato salad on the side,0.039238691329956,0.9999999835914575
229,2024_07_14 21_02_14 1e8kaw.wav,"May I order a B.L.T. sandwich with extra cheese and a side of creamy, savory cheese grits?",may i order beal teae sandwich with extra cheese on a side or creamy savoury cheese grinens,0.0439343452453613,0.8594469127334431
230,2024_07_09 10_07_18 LAX_Pg.wav,Could you please serve me a Reuben sandwich on a freshly toasted bagel? Thank you!,could you please serve me a reuben sandwich on a freshly toasted bagel thank you,0.0325391292572021,1.0
231,2024_07_24 06_20_49 Ug68rw.wav,"I would appreciate a Denver Omelet on sourdough toast, and also one on whole-wheat toast. Thank you!",i would appreciate a denver omelette on sourdough toast and also one on whole wheat toast thank you,0.0375764369964599,0.9884091769115483
232,2024_07_11 00_35_34 s_VsGQ.wav,Can you bring me a delicious hamburger topped with a sweet and gooey banana-Nutella crepe?,can you bring me a delicious hamburger topped with a sweet and gooey banana nutella crepe,0.0372800827026367,0.988126805386497
233,2024_07_15 19_45_44 1aeUOQ.wav,"May I please have a Parmigiana Sandwich made with succulent chicken breast, and also, could you prepare the Grilled Salmon topped with rich garlic butter? Thank you.",may i please have a parmigiana sandwich made with succulent chicken breasts and also could you prepare the grilled salmoon topped with rich garlic butter thank you,0.045922040939331,0.953631941022975
