,audio_path,transcript,sentence,normalized_sentence,items
51,items_ordering_audios/2024_07_15 19_54_13 v7bceQ.wav,"I would like to order a grilled salmon served on top of Caesar salad. And for my second dish, I would love a classic cheeseburger accompanied by a side salad without any dressing. Thank you.","I would like to order a grilled salmon served on top of a Caesar salad, and for my second dish, I would love a classic cheeseburger accompanied by a side salad without any dressing. Thank you!","I would like to order a grilled salmon served on top of a Caesar salad, and for my second dish, I would love a classic cheeseburger accompanied by a side salad without any dressing. Thank you!","{""items"": [{""name"": ""grilled salmon"", ""modifier"": ""served on top of a Caesar salad""}, {""name"": ""classic cheeseburger"", ""modifier"": ""accompanied by a side salad without any dressing""}], ""review"": ""I would like to order a grilled salmon served on top of a Caesar salad, and for my second dish, I would love a classic cheeseburger accompanied by a side salad without any dressing. Thank you!""}"
52,items_ordering_audios/2024_07_16 16_37_06 WJB4Lg.wav,"I would like to order a cheeseburger accompanied by a side of Mossroydastics, please.","I would like to order a cheeseburger accompanied by a side of mozzarella sticks, please.","I would like to order a cheeseburger accompanied by a side of mozzarella sticks, please.","{""items"": [{""name"": ""cheeseburger"", ""modifier"": """"}, {""name"": ""mozzarella sticks"", ""modifier"": ""side of""}], ""review"": ""I would like to order a cheeseburger accompanied by a side of mozzarella sticks, please.""}"
53,items_ordering_audios/2024_07_16 16_38_07 d1RC-w.wav,"Please give me the swye meal with a side of cinnamon sweet potato mush and could you make sure it's serving in a five months, butch? Thank you.","Please give me the Swai Meal with a side of Cinnamon Sweet Potato Mash, and could you make sure it's served in a 5-ounce portion? Thank you.","Please give me the Swai Meal with a side of Cinnamon Sweet Potato Mash, and could you make sure it's served in a 5-ounce portion? Thank you.","{""items"": [{""name"": ""Swai Meal"", ""modifier"": """"}, {""name"": ""Cinnamon Sweet Potato Mash"", ""modifier"": """"}, {""name"": """", ""modifier"": ""5-ounce portion""}], ""review"": ""Please give me the Swai Meal with a side of Cinnamon Sweet Potato Mash, and could you make sure it's served in a 5-ounce portion? Thank you.""}"
54,items_ordering_audios/2024_07_16 16_39_58 zMDpyw.wav,I would like to order some spicy chicken wings and could you please add a side of french spinach as well. Thank you.,"I would like to order some spicy chicken wings, and could you please add a side of fresh spinach as well? Thank you.","I would like to order some spicy chicken wings, and could you please add a side of fresh spinach as well? Thank you.","{""items"": [{""name"": ""spicy chicken wings"", ""modifier"": """"}, {""name"": ""fresh spinach"", ""modifier"": ""side""}], ""review"": ""I would like to order some spicy chicken wings, and could you please add a side of fresh spinach as well? Thank you.""}"
55,items_ordering_audios/2024_07_16 16_40_28 G5JuUw.wav,I would like to order a Parmigiano sandwich along with a bowl of Minestrone soup as my side. Thank you.,I would like to order a Parmigiana Sandwich along with a bowl of Minestrone Soup as my side. Thank you!,I would like to order a Parmigiana Sandwich along with a bowl of Minestrone Soup as my side. Thank you!,"{""items"": [{""name"": ""Parmigiana Sandwich"", ""modifier"": """"}, {""name"": ""Minestrone Soup"", ""modifier"": ""bowl of""}], ""review"": ""I would like to order a Parmigiana Sandwich along with a bowl of Minestrone Soup as my side. Thank you!""}"
56,items_ordering_audios/2024_07_16 16_40_48 jSztiA.wav,I would like to try the Italian sausage served in a multi-grained bun please.,"I would like to try the Italian Sausage served on a multi-grain bun, please.","I would like to try the Italian Sausage served on a multi-grain bun, please.","{""items"": [{""name"": ""Italian Sausage"", ""modifier"": ""multi-grain bun""}], ""review"": ""I would like to try the Italian Sausage served on a multi-grain bun, please.""}"
57,items_ordering_audios/2024_07_16 16_41_14 gxqHSA.wav,Can I get a Coca-Cola Ciro in a 12 oz can and a chef salad with Caesar dressing please?,"Could I get a Coca-Cola Zero in a 12 oz can and a Chef's Salad with Caesar Dressing, please?","Could I get a Coca-Cola Zero in a 12 oz can and a Chef's Salad with Caesar Dressing, please?","{""items"": [{""name"": ""Coca-Cola Zero"", ""modifier"": ""in a 12 oz can""}, {""name"": ""Chef's Salad"", ""modifier"": ""with Caesar Dressing""}], ""review"": ""Could I get a Coca-Cola Zero in a 12 oz can and a Chef's Salad with Caesar Dressing, please?""}"
58,items_ordering_audios/2024_07_18 04_59_00 9nQTLA.wav,Do you have a chicken terriaki served over a bed of spicy chili beans? I would love to try that combination.,Do you have a Chicken Teriyaki served over a bed of spicy Chili Beans? I would love to try that combination.,Do you have a Chicken Teriyaki served over a bed of spicy Chili Beans? I would love to try that combination.,"{""items"": [{""name"": ""Chicken Teriyaki"", ""modifier"": """"}, {""name"": ""spicy Chili Beans"", ""modifier"": ""served over a bed of""}], ""review"": ""Do you have a Chicken Teriyaki served over a bed of spicy Chili Beans? I would love to try that combination.""}"
59,items_ordering_audios/2024_07_18 05_23_01 lh1lWg.wav,Do you have the Nashville hot tender box with a side fries and coleslaw as well as a turkey dish served on an apple cinnamon flavor?,"Do you have the Nashville Hot Tender Box with a side of fries and coleslaw, as well as the Turkey dish served with an apple cinnamon flavor?","Do you have the Nashville Hot Tender Box with a side of fries and coleslaw, as well as the Turkey dish served with an apple cinnamon flavor?","{""items"": [{""name"": ""Nashville Hot Tender Box"", ""modifier"": """"}, {""name"": ""side of fries"", ""modifier"": """"}, {""name"": ""coleslaw"", ""modifier"": """"}, {""name"": ""Turkey dish"", ""modifier"": ""apple cinnamon flavor""}], ""review"": ""Do you have the Nashville Hot Tender Box with a side of fries and coleslaw, as well as the Turkey dish served with an apple cinnamon flavor?""}"
60,items_ordering_audios/2024_07_18 07_55_01 GXr_7w.wav,I would like to try a hamburger served on a brioche French toast base please.,"I would like to try a hamburger served on a brioche French toast base, please.","I would like to try a hamburger served on a brioche French toast base, please.","{""items"": [{""name"": ""hamburger"", ""modifier"": ""served on a brioche French toast base""}], ""review"": ""I would like to try a hamburger served on a brioche French toast base, please.""}"
61,items_ordering_audios/2024_07_18 07_56_37 l-EmFA.wav,May I please have a full serving of the antipesto salad and a half portion of pecking duck?,"""May I please have a full serving of the antipasto salad and a half portion of Peking Duck?""","""May I please have a full serving of the antipasto salad and a half portion of Peking Duck?""","{""items"": [{""name"": ""antipasto salad"", ""modifier"": ""full serving""}, {""name"": ""Peking Duck"", ""modifier"": ""half portion""}], ""review"": ""\""May I please have a full serving of the antipasto salad and a half portion of Peking Duck?\""""}"
62,items_ordering_audios/2024_07_18 08_35_10 XgnYTw.wav,Can I have the country skillet with a side of home fries please?,"Can I have the Country Skillet with a side of home fries, please?","Can I have the Country Skillet with a side of home fries, please?","{""items"": [{""name"": ""Country Skillet"", ""modifier"": """"}, {""name"": ""home fries"", ""modifier"": """"}], ""review"": ""Can I have the Country Skillet with a side of home fries, please?""}"
63,items_ordering_audios/2024_07_18 08_45_34 dpFEKQ.wav,May I get the soy meal please? Could you serve it steamed over a bed of white rice and make sure to indicate a standard 4 ORZ portion? Thank you.,"May I get the Swai Meal, please? Could you serve it steamed over a bed of white rice and make sure to include a standard 4 oz portion? Thank you.","May I get the Swai Meal, please? Could you serve it steamed over a bed of white rice and make sure to include a standard 4 oz portion? Thank you.","{""items"": [{""name"": ""Swai Meal"", ""modifier"": """"}, {""name"": ""white rice"", ""modifier"": ""steamed over a bed of""}], ""review"": ""May I get the Swai Meal, please? Could you serve it steamed over a bed of white rice and make sure to include a standard 4 oz portion? Thank you.""}"
64,items_ordering_audios/2024_07_18 08_45_56 lfuq3A.wav,"I would like to try a classic hot dog served with a refreshing side of root beer, please.","I would like to try a classic hot dog served with a refreshing side of root beer, please.","I would like to try a classic hot dog served with a refreshing side of root beer, please.","{""items"": [{""name"": ""classic hot dog"", ""modifier"": """"}, {""name"": ""root beer"", ""modifier"": ""side""}], ""review"": ""I would like to try a classic hot dog served with a refreshing side of root beer, please.""}"
65,items_ordering_audios/2024_07_18 08_46_15 bNgvAg.wav,I need a large bowl of war wanton soup to start off my meal please.,"I need a large bowl of Wor Won Ton Soup to start off my meal, please.","I need a large bowl of Wor Won Ton Soup to start off my meal, please.","{""items"": [{""name"": ""Wor Won Ton Soup"", ""modifier"": ""large bowl""}], ""review"": ""I need a large bowl of Wor Won Ton Soup to start off my meal, please.""}"
66,items_ordering_audios/2024_07_18 08_46_28 5UN0bQ.wav,I would like to try the country skillet served on a warm freshly baked English muffin please.,"I would like to try the Country Skillet served on a warm, freshly-baked English muffin, please.","I would like to try the Country Skillet served on a warm, freshly-baked English muffin, please.","{""items"": [{""name"": ""Country Skillet"", ""modifier"": ""served on a warm, freshly-baked English muffin""}], ""review"": ""I would like to try the Country Skillet served on a warm, freshly-baked English muffin, please.""}"
67,items_ordering_audios/2024_07_18 08_46_55 82Ybrw.wav,Could I have a cassidia suiza with freshly diced tomatoes and also could you please prepare a regular burrito topped with juicy slices of tomato? Thank you.,"Could I have a Quesadilla Suiza with freshly diced tomatoes, and also, could you please prepare a Regular Burrito topped with juicy slices of tomato? Thank you!","Could I have a Quesadilla Suiza with freshly diced tomatoes, and also, could you please prepare a Regular Burrito topped with juicy slices of tomato? Thank you!","{""items"": [{""name"": ""Quesadilla Suiza"", ""modifier"": """"}, {""name"": ""freshly diced tomatoes"", ""modifier"": """"}, {""name"": ""Regular Burrito"", ""modifier"": ""juicy slices of tomato""}], ""review"": ""Could I have a Quesadilla Suiza with freshly diced tomatoes, and also, could you please prepare a Regular Burrito topped with juicy slices of tomato? Thank you!""}"
68,items_ordering_audios/2024_07_18 09_36_25 vLTznw.wav,Do you have a vegetarian pizza in both personal and family sizes? I would like to order one of each please.,"Do you have a vegetarian pizza in both personal (9-inch) and family (13 by 18 inches) sizes? I would like to order one of each, please.","Do you have a vegetarian pizza in both personal (9-inch) and family (13 by 18 inches) sizes? I would like to order one of each, please.","{""items"": [{""name"": ""vegetarian pizza"", ""modifier"": ""personal (9-inch)""}, {""name"": ""vegetarian pizza"", ""modifier"": ""family (13 by 18 inches)""}], ""review"": ""Do you have a vegetarian pizza in both personal (9-inch) and family (13 by 18 inches) sizes? I would like to order one of each, please.""}"
69,items_ordering_audios/2024_07_18 09_40_02 2DdsIQ.wav,May I order a plant-based nuggets meal with 6 ounces of yellow sweet potato mash and also another one with a 7 ounces of the same side.,"May I order a plant-based nuggets meal with 6 oz of yellow sweet potato mash, and also another one but with 7 oz of the same side?","May I order a plant-based nuggets meal with 6 oz of yellow sweet potato mash, and also another one but with 7 oz of the same side?","{""items"": [{""name"": ""plant-based nuggets"", ""modifier"": """"}, {""name"": ""yellow sweet potato mash"", ""modifier"": ""6 oz""}, {""name"": ""plant-based nuggets"", ""modifier"": """"}, {""name"": ""yellow sweet potato mash"", ""modifier"": ""7 oz""}], ""review"": ""May I order a plant-based nuggets meal with 6 oz of yellow sweet potato mash, and also another one but with 7 oz of the same side?""}"
70,items_ordering_audios/2024_07_18 09_40_30 2_5deA.wav,"I will take the Korean-style tots and a plate of country sausage and eggs, but I would prefer them both boiled. Thank you.","I will take the Korean-style tots and a plate of country sausage & eggs, but I would prefer them both boiled. Thank you!","I will take the Korean-style tots and a plate of country sausage & eggs, but I would prefer them both boiled. Thank you!","{""items"": [{""name"": ""Korean-style tots"", ""modifier"": ""boiled""}, {""name"": ""plate of country sausage & eggs"", ""modifier"": ""boiled""}], ""review"": ""I will take the Korean-style tots and a plate of country sausage & eggs, but I would prefer them both boiled. Thank you!""}"
71,items_ordering_audios/2024_07_18 09_40_44 prkanA.wav,"I want to order the surf and turf, but could you please add a side of shredded hash on the side? Thank you.","I want to order the Surf 'n Turf, but could you please add a side of shredded hash on the side? Thank you.","I want to order the Surf 'n Turf, but could you please add a side of shredded hash on the side? Thank you.","{""items"": [{""name"": ""Surf 'n Turf"", ""modifier"": """"}, {""name"": ""shredded hash"", ""modifier"": ""side""}], ""review"": ""I want to order the Surf 'n Turf, but could you please add a side of shredded hash on the side? Thank you.""}"
72,items_ordering_audios/2024_07_18 11_37_10 X91XkA.wav,I would like to order a veggie skillet cooked over medium well please.,"""I would like to order a Veggie Skillet cooked over medium-well, please.""","""I would like to order a Veggie Skillet cooked over medium-well, please.""","{""items"": [{""name"": ""Veggie Skillet"", ""modifier"": ""cooked over medium-well""}], ""review"": ""\""I would like to order a Veggie Skillet cooked over medium-well, please.\""""}"
73,items_ordering_audios/2024_07_18 11_37_30 hg6baA.wav,Can I have a personal size 6 inch serving of butter chicken please?,"Can I have a personal-sized 6"" serving of butter chicken, please?","Can I have a personal-sized 6"" serving of butter chicken, please?","{""items"": [{""name"": ""butter chicken"", ""modifier"": ""personal-sized 6\"" serving""}], ""review"": ""Can I have a personal-sized 6\"" serving of butter chicken, please?""}"
74,items_ordering_audios/2024_07_18 11_38_05 tVRNIA.wav,May I have a classic cheeseburger accompanied by the side of crispy french fries. Thank you.,May I please have a classic cheeseburger accompanied by a side of crispy French fries? Thank you!,May I please have a classic cheeseburger accompanied by a side of crispy French fries? Thank you!,"{""items"": [{""name"": ""classic cheeseburger"", ""modifier"": """"}, {""name"": ""crispy French fries"", ""modifier"": """"}], ""review"": ""May I please have a classic cheeseburger accompanied by a side of crispy French fries? Thank you!""}"
75,items_ordering_audios/2024_07_18 11_38_29 l6Wi-g.wav,Do you have a chicken teraqi dish prepared with a medium level of sauce? I would like to order that please.,"Do you have a chicken teriyaki dish prepared with a medium level of sauce? I would like to order that, please.","Do you have a chicken teriyaki dish prepared with a medium level of sauce? I would like to order that, please.","{""items"": [{""name"": ""chicken teriyaki"", ""modifier"": ""medium level of sauce""}], ""review"": ""Do you have a chicken teriyaki dish prepared with a medium level of sauce? I would like to order that, please.""}"
76,items_ordering_audios/2024_07_18 11_38_42 _nygww.wav,"Could I have a hamburger without any mustard on it, please?","Could I have a hamburger without any mustard on it, please?","Could I have a hamburger without any mustard on it, please?","{""items"": [{""name"": ""hamburger"", ""modifier"": ""without any mustard""}], ""review"": ""Could I have a hamburger without any mustard on it, please?""}"
77,items_ordering_audios/2024_07_18 11_38_57 yRKIoQ.wav,May I get a wiggie scramble served on a sourdough bread please?,"May I get a Veggie Scramble served on Sourdough Bread, please?","May I get a Veggie Scramble served on Sourdough Bread, please?","{""items"": [{""name"": ""Veggie Scramble"", ""modifier"": """"}, {""name"": ""Sourdough Bread"", ""modifier"": """"}], ""review"": ""May I get a Veggie Scramble served on Sourdough Bread, please?""}"
