,audio_path,transcript,sentence,normalized_sentence,items
51,items_ordering_audios/2024_07_09 09_46_37 3oEvqg.wav,I will have a plate of 10 cornedob nuggets with spicy Papa sauce on the side please.,"I will have a plate of ten Corn Dog Nuggets with Spicy Papa Sauce on the side, please.","I will have a plate of ten Corn Dog Nuggets with Spicy Papa Sauce on the side, please.","{""items"": [{""name"": ""Corn Dog Nuggets"", ""modifier"": """"}, {""name"": ""Spicy Papa Sauce"", ""modifier"": """"}], ""review"": ""I will have a plate of ten Corn Dog Nuggets with Spicy Papa Sauce on the side, please.""}"
52,items_ordering_audios/2024_07_09 09_50_04 q-jeKA.wav,I want to order a plate of ham and eggs cooked sunny side up along with the southern scramble that comes with a loaded potato.,"I want to order a plate of ham and eggs, cooked sunny side up, along with the Southern Scramble that comes with a loaded potato.","I want to order a plate of ham and eggs, cooked sunny side up, along with the Southern Scramble that comes with a loaded potato.","{""items"": [{""name"": ""ham and eggs"", ""modifier"": ""cooked sunny side up""}, {""name"": ""Southern Scramble"", ""modifier"": ""with a loaded potato""}], ""review"": ""I want to order a plate of ham and eggs, cooked sunny side up, along with the Southern Scramble that comes with a loaded potato.""}"
53,items_ordering_audios/2024_07_09 09_53_48 r9nxbw.wav,Could you please serve me a delicious pastrami sandwich topped with melted cheese?,"""Could you please serve me a delicious pastrami sandwich topped with melted cheese?""","""Could you please serve me a delicious pastrami sandwich topped with melted cheese?""","{""items"": [{""name"": ""pastrami sandwich"", ""modifier"": ""topped with melted cheese""}], ""review"": ""\""Could you please serve me a delicious pastrami sandwich topped with melted cheese?\""""}"
54,items_ordering_audios/2024_07_09 09_54_58 bbQQXg.wav,I want to order a dish as grilled salmon served alongside some crispy fresh fries please.,"I want to order a delicious grilled salmon served alongside some crispy French fries, please.","I want to order a delicious grilled salmon served alongside some crispy French fries, please.","{""items"": [{""name"": ""grilled salmon"", ""modifier"": """"}, {""name"": ""crispy French fries"", ""modifier"": """"}], ""review"": ""I want to order a delicious grilled salmon served alongside some crispy French fries, please.""}"
55,items_ordering_audios/2024_07_09 09_55_46 MAyAxg.wav,Could I have the California bandits served with a side of crispy golden brown hash browns?,"Could I have the California Benedict served with a side of crispy, golden-brown hash browns?","Could I have the California Benedict served with a side of crispy, golden-brown hash browns?","{""items"": [{""name"": ""California Benedict"", ""modifier"": """"}, {""name"": ""hash browns"", ""modifier"": ""crispy, golden-brown""}], ""review"": ""Could I have the California Benedict served with a side of crispy, golden-brown hash browns?""}"
56,items_ordering_audios/2024_07_09 09_56_37 6n_WwA.wav,Do you have a veggie omelette on sardog bread and could I also get a diet cook to go with it this?,"Do you have a veggie omelette on sourdough bread and could I also get a Diet Coke to go with it, please?","Do you have a veggie omelette on sourdough bread and could I also get a Diet Coke to go with it, please?","{""items"": [{""name"": ""veggie omelette"", ""modifier"": """"}, {""name"": ""sourdough bread"", ""modifier"": """"}, {""name"": ""Diet Coke"", ""modifier"": ""to go""}], ""review"": ""Do you have a veggie omelette on sourdough bread and could I also get a Diet Coke to go with it, please?""}"
57,items_ordering_audios/2024_07_09 09_59_03 V5Mm1A.wav,May I order a plate of spicy chicken wings serve with the side of steam properly please,"May I order a plate of spicy chicken wings served with a side of steamed broccoli, please?","May I order a plate of spicy chicken wings served with a side of steamed broccoli, please?","{""items"": [{""name"": ""spicy chicken wings"", ""modifier"": """"}, {""name"": ""steamed broccoli"", ""modifier"": ""side of""}], ""review"": ""May I order a plate of spicy chicken wings served with a side of steamed broccoli, please?""}"
58,items_ordering_audios/2024_07_09 09_59_29 bYzvyw.wav,"Please give me a plate of ham and eggs serve on top of warm, fluffy, half, refill.","Please give me a plate of ham and eggs served on top of a warm, fluffy half waffle.","Please give me a plate of ham and eggs served on top of a warm, fluffy half waffle.","{""items"": [{""name"": ""ham"", ""modifier"": """"}, {""name"": ""eggs"", ""modifier"": """"}, {""name"": ""half waffle"", ""modifier"": ""warm, fluffy""}], ""review"": ""Please give me a plate of ham and eggs served on top of a warm, fluffy half waffle.""}"
59,items_ordering_audios/2024_07_09 10_00_12 UeV5gw.wav,"I will have the boneless wings without any sauce or dry wrap, please.","I will have the boneless wings without any sauce or a dry rub, please.","I will have the boneless wings without any sauce or a dry rub, please.","{""items"": [{""name"": ""boneless wings"", ""modifier"": ""without any sauce or a dry rub""}], ""review"": ""I will have the boneless wings without any sauce or a dry rub, please.""}"
60,items_ordering_audios/2024_07_09 10_01_51 IMoOgw.wav,I would love to order a Hawaiian pizza on a honey corn bagel please.,"I would love to order a Hawaiian Pizza on a Honey Corn Bagel, please!","I would love to order a Hawaiian Pizza on a Honey Corn Bagel, please!","{""items"": [{""name"": ""Hawaiian Pizza"", ""modifier"": """"}, {""name"": ""Honey Corn Bagel"", ""modifier"": """"}], ""review"": ""I would love to order a Hawaiian Pizza on a Honey Corn Bagel, please!""}"
61,items_ordering_audios/2024_07_09 10_02_11 vWrRAg.wav,"I would appreciate a plant-based nuggets meal served with 5 oons of stream rice on the side, please.","""I would appreciate a Plant-Based Nuggets Meal served with 5 oz of steamed white rice on the side, please.""","""I would appreciate a Plant-Based Nuggets Meal served with 5 oz of steamed white rice on the side, please.""","{""items"": [{""name"": ""Plant-Based Nuggets"", ""modifier"": ""Meal""}, {""name"": ""steamed white rice"", ""modifier"": ""5 oz""}], ""review"": ""\""I would appreciate a Plant-Based Nuggets Meal served with 5 oz of steamed white rice on the side, please.\""""}"
62,items_ordering_audios/2024_07_09 10_02_57 6k0MuQ.wav,I would like some turkey sandwich without any tomatoes please thank you,"I would like some turkey sandwich without any tomatoes, please. Thank you!","I would like some turkey sandwich without any tomatoes, please. Thank you!","{""items"": [{""name"": ""turkey sandwich"", ""modifier"": ""without any tomatoes""}], ""review"": ""I would like some turkey sandwich without any tomatoes, please. Thank you!""}"
63,items_ordering_audios/2024_07_09 10_03_09 xS07wA.wav,"I will take a regular burrito with black beans on the side, please.","I will take a regular burrito with black beans on the side, please.","I will take a regular burrito with black beans on the side, please.","{""items"": [{""name"": ""regular burrito"", ""modifier"": """"}, {""name"": ""black beans"", ""modifier"": ""on the side""}], ""review"": ""I will take a regular burrito with black beans on the side, please.""}"
64,items_ordering_audios/2024_07_09 10_03_35 fysiOg.wav,"Could you please serve me a cheeseburger, one top with tangy blue cheese and another featuring classic American cheese. Thank you.","Could you please serve me a cheeseburger, one topped with tangy blue cheese and another featuring classic American cheese? Thank you.","Could you please serve me a cheeseburger, one topped with tangy blue cheese and another featuring classic American cheese? Thank you.","{""items"": [{""name"": ""cheeseburger"", ""modifier"": """"}, {""name"": ""tangy blue cheese"", ""modifier"": """"}, {""name"": ""classic American cheese"", ""modifier"": """"}], ""review"": ""Could you please serve me a cheeseburger, one topped with tangy blue cheese and another featuring classic American cheese? Thank you.""}"
65,items_ordering_audios/2024_07_09 10_04_12 wrwyjA.wav,Would you please serve me a to strata with red sauce and beef as well as another one with red sauce and goat? Thank you.,"Could you please serve me a tostada with red sauce and beef, as well as another one with red sauce and goat? Thank you!","Could you please serve me a tostada with red sauce and beef, as well as another one with red sauce and goat? Thank you!","{""items"": [{""name"": ""tostada"", ""modifier"": ""with red sauce and beef""}, {""name"": ""tostada"", ""modifier"": ""with red sauce and goat""}], ""review"": ""Could you please serve me a tostada with red sauce and beef, as well as another one with red sauce and goat? Thank you!""}"
66,items_ordering_audios/2024_07_09 10_04_56 BrCw9Q.wav,Do you have a petty melt served with the side of mixed green salad and thousand Iceland dressing and also could I get chal veil samosas or aluticcans accompanied by spiced potatoes and green peas on the side. Thank you.,"Do you have a Patty Melt served with a side of Mixed Green Salad and Thousand Island dressing? And also, could I get Chole Wale Samosas or Aloo Tikkis accompanied by Spiced Potatoes and Green Peas on the side? Thank you!","Do you have a Patty Melt served with a side of Mixed Green Salad and Thousand Island dressing? And also, could I get Chole Wale Samosas or Aloo Tikkis accompanied by Spiced Potatoes and Green Peas on the side? Thank you!","{""items"": [{""name"": ""Patty Melt"", ""modifier"": """"}, {""name"": ""Mixed Green Salad"", ""modifier"": ""Thousand Island dressing""}, {""name"": ""Chole Wale Samosas"", ""modifier"": ""Spiced Potatoes and Green Peas""}, {""name"": ""Aloo Tikkis"", ""modifier"": ""Spiced Potatoes and Green Peas""}], ""review"": ""Do you have a Patty Melt served with a side of Mixed Green Salad and Thousand Island dressing? And also, could I get Chole Wale Samosas or Aloo Tikkis accompanied by Spiced Potatoes and Green Peas on the side? Thank you!""}"
67,items_ordering_audios/2024_07_09 10_05_32 4bVTHg.wav,I need a bowl of Bozzoli served with crispy corn tortillas on the side and for my main course I would like a fillet and panizaro also accompanied by some freshly made corn tortillas. Thank you.,"I need a bowl of Pozole served with crispy corn tortillas on the side, and for my main course, I would like a Filete Empanizado also accompanied by some freshly made corn tortillas. Thank you!","I need a bowl of Pozole served with crispy corn tortillas on the side, and for my main course, I would like a Filete Empanizado also accompanied by some freshly made corn tortillas. Thank you!","{""items"": [{""name"": ""Pozole"", ""modifier"": ""crispy corn tortillas""}, {""name"": ""Filete Empanizado"", ""modifier"": ""freshly made corn tortillas""}], ""review"": ""I need a bowl of Pozole served with crispy corn tortillas on the side, and for my main course, I would like a Filete Empanizado also accompanied by some freshly made corn tortillas. Thank you!""}"
68,items_ordering_audios/2024_07_09 10_05_41 fxSRjg.wav,I would appreciate a large Rubin sandwich made with milk.,"""I would appreciate a large Reuben sandwich made with milk.""","""I would appreciate a large Reuben sandwich made with milk.""","{""items"": [{""name"": ""Reuben sandwich"", ""modifier"": ""large""}], ""review"": ""\""I would appreciate a large Reuben sandwich made with milk.\""""}"
69,items_ordering_audios/2024_07_09 10_06_28 RXv72w.wav,"I will have a cheeseburger with jalapinos, sweet eat slaw and a hamburger served on a brusheta or a Cordo toast piece.","I will have a cheeseburger with jalapeno sweet heat slaw and a hamburger served on bruschetta avocado toast, please.","I will have a cheeseburger with jalapeno sweet heat slaw and a hamburger served on bruschetta avocado toast, please.","{""items"": [{""name"": ""cheeseburger"", ""modifier"": ""jalapeno sweet heat slaw""}, {""name"": ""hamburger"", ""modifier"": ""bruschetta avocado toast""}], ""review"": ""I will have a cheeseburger with jalapeno sweet heat slaw and a hamburger served on bruschetta avocado toast, please.""}"
70,items_ordering_audios/2024_07_09 10_06_51 0fIHkg.wav,Could I get a cheeseburger with a side of onions please?,"Could I get a cheeseburger with a side of onions, please?","Could I get a cheeseburger with a side of onions, please?","{""items"": [{""name"": ""cheeseburger"", ""modifier"": ""with a side of onions""}], ""review"": ""Could I get a cheeseburger with a side of onions, please?""}"
71,items_ordering_audios/2024_07_09 10_06_59 k71-9Q.wav,"Could I get a classic breakfast, one served over hard, another served over easy?","Could I get a classic breakfast, one served over hard and another served over easy?","Could I get a classic breakfast, one served over hard and another served over easy?","{""items"": [{""name"": ""classic breakfast"", ""modifier"": """"}, {""name"": ""served over hard"", ""modifier"": """"}, {""name"": ""served over easy"", ""modifier"": """"}], ""review"": ""Could I get a classic breakfast, one served over hard and another served over easy?""}"
72,items_ordering_audios/2024_07_09 10_07_18 LAX_Pg.wav,Please serve me a Rubin sandwich on a freshly toasted bagel. Thank you.,Could you please serve me a Reuben sandwich on a freshly toasted bagel? Thank you!,Could you please serve me a Reuben sandwich on a freshly toasted bagel? Thank you!,"{""items"": [{""name"": ""Reuben sandwich"", ""modifier"": ""on a freshly toasted bagel""}], ""review"": ""Could you please serve me a Reuben sandwich on a freshly toasted bagel? Thank you!""}"
73,items_ordering_audios/2024_07_09 10_07_41 sePyUw.wav,I would like to order a veggie scrambled with one biscuit and gravy as well as a veggie skillet also serves with one biscuit gravy. Thank you.,"I would like to order a Veggie Scramble with one biscuit and gravy, as well as a Veggie Skillet also served with one biscuit and gravy. Thank you!","I would like to order a Veggie Scramble with one biscuit and gravy, as well as a Veggie Skillet also served with one biscuit and gravy. Thank you!","{""items"": [{""name"": ""Veggie Scramble"", ""modifier"": ""one biscuit and gravy""}, {""name"": ""Veggie Skillet"", ""modifier"": ""one biscuit and gravy""}], ""review"": ""I would like to order a Veggie Scramble with one biscuit and gravy, as well as a Veggie Skillet also served with one biscuit and gravy. Thank you!""}"
74,items_ordering_audios/2024_07_09 10_09_10 2UC2Qw.wav,"I will take the Italian sausage prepared with authentic Italian style ingredients, please.","I will take the Italian Sausage prepared with authentic Italian-style ingredients, please.","I will take the Italian Sausage prepared with authentic Italian-style ingredients, please.","{""items"": [{""name"": ""Italian Sausage"", ""modifier"": ""prepared with authentic Italian-style ingredients""}], ""review"": ""I will take the Italian Sausage prepared with authentic Italian-style ingredients, please.""}"
75,items_ordering_audios/2024_07_09 10_09_35 3MbJSQ.wav,I need a bowl of miso soup without any utensils and for my appetizer I would like a house salad with extra cucumbers on the side. Thank you.,"I need a bowl of miso soup without any utensils, and for my appetizer, I would like a house salad with extra cucumbers on the side. Thank you!","I need a bowl of miso soup without any utensils, and for my appetizer, I would like a house salad with extra cucumbers on the side. Thank you!","{""items"": [{""name"": ""miso soup"", ""modifier"": ""without any utensils""}, {""name"": ""house salad"", ""modifier"": ""with extra cucumbers on the side""}], ""review"": ""I need a bowl of miso soup without any utensils, and for my appetizer, I would like a house salad with extra cucumbers on the side. Thank you!""}"
76,items_ordering_audios/2024_07_09 10_14_05 KNdv3g.wav,"I will have a six-pack of Dr. Pepper. Please, thank you.","I will have a six-pack of Dr Pepper, please. Thank you!","I will have a six-pack of Dr Pepper, please. Thank you!","{""items"": [{""name"": ""six-pack"", ""modifier"": ""Dr Pepper""}], ""review"": ""I will have a six-pack of Dr Pepper, please. Thank you!""}"
77,items_ordering_audios/2024_07_09 10_21_24 qDLUzQ.wav,May I get a veggie scramble serve and sourdough bread please,"May I get a Veggie Scramble served on Sourdough Bread, please?","May I get a Veggie Scramble served on Sourdough Bread, please?","{""items"": [{""name"": ""Veggie Scramble"", ""modifier"": """"}, {""name"": ""Sourdough Bread"", ""modifier"": """"}], ""review"": ""May I get a Veggie Scramble served on Sourdough Bread, please?""}"
78,items_ordering_audios/2024_07_09 10_21_42 1_UQ8A.wav,"I would like to try the Chrisadina's visa, but please, will you serve it without any sound from? Thank you.","I would like to try the Quesadilla Suiza, but please could you serve it without any salsa? Thank you.","I would like to try the Quesadilla Suiza, but please could you serve it without any salsa? Thank you.","{""items"": [{""name"": ""Quesadilla Suiza"", ""modifier"": ""without any salsa""}], ""review"": ""I would like to try the Quesadilla Suiza, but please could you serve it without any salsa? Thank you.""}"
79,items_ordering_audios/2024_07_09 10_22_03 cRTTnw.wav,Could you please serve me a medium well hamburger and on the side could I also have a half waffle?,"""Could you please serve me a medium-well hamburger and on the side, could I also have a half waffle?""","""Could you please serve me a medium-well hamburger and on the side, could I also have a half waffle?""","{""items"": [{""name"": ""medium-well hamburger"", ""modifier"": """"}, {""name"": ""half waffle"", ""modifier"": """"}], ""review"": ""\""Could you please serve me a medium-well hamburger and on the side, could I also have a half waffle?\""""}"
80,items_ordering_audios/2024_07_09 10_22_09 Li6kDg.wav,then I order a six pack of BJ's brewhouse blonde and also add a six pack of BJ's committed double IPA to my selection. Thank you.,"Can I order a six-pack of BJ's Brewhouse Blonde, and also add a six-pack of BJ's Committed Double IPA to my selection? Thank you.","Can I order a six-pack of BJ's Brewhouse Blonde, and also add a six-pack of BJ's Committed Double IPA to my selection? Thank you.","{""items"": [{""name"": ""six-pack"", ""modifier"": ""BJ's Brewhouse Blonde""}, {""name"": ""six-pack"", ""modifier"": ""BJ's Committed Double IPA""}], ""review"": ""Can I order a six-pack of BJ's Brewhouse Blonde, and also add a six-pack of BJ's Committed Double IPA to my selection? Thank you.""}"
81,items_ordering_audios/2024_07_09 10_22_10 MI0RTw.wav,Can I order a mini breakfast with white toast on the side?,Can I order a mini breakfast with white toast on the side?,Can I order a mini breakfast with white toast on the side?,"{""items"": [{""name"": ""mini breakfast"", ""modifier"": """"}, {""name"": ""white toast"", ""modifier"": ""on the side""}], ""review"": ""Can I order a mini breakfast with white toast on the side?""}"
82,items_ordering_audios/2024_07_09 10_22_28 ivc3qQ.wav,I need a plant-based nugget meal with steamed broccoli and another one with sautied zucchini on the side please.,"I need a plant-based nuggets meal with steamed broccoli and another one with sautéed zucchini on the side, please.","I need a plant-based nuggets meal with steamed broccoli and another one with sautéed zucchini on the side, please.","{""items"": [{""name"": ""plant-based nuggets"", ""modifier"": """"}, {""name"": ""steamed broccoli"", ""modifier"": """"}, {""name"": ""saut\u00e9ed zucchini"", ""modifier"": """"}], ""review"": ""I need a plant-based nuggets meal with steamed broccoli and another one with saut\u00e9ed zucchini on the side, please.""}"
83,items_ordering_audios/2024_07_09 10_22_33 KxDo8Q.wav,Can you bring me a whipped sandwich with extra tomatoes and some spicy chicken wings topped with limerica?,Can you bring me a Reuben sandwich with extra tomatoes and some spicy chicken wings topped with Linguica?,Can you bring me a Reuben sandwich with extra tomatoes and some spicy chicken wings topped with Linguica?,"{""items"": [{""name"": ""Reuben sandwich"", ""modifier"": ""extra tomatoes""}, {""name"": ""spicy chicken wings"", ""modifier"": ""topped with Linguica""}], ""review"": ""Can you bring me a Reuben sandwich with extra tomatoes and some spicy chicken wings topped with Linguica?""}"
84,items_ordering_audios/2024_07_09 10_22_40 pyVIwA.wav,Can you bring me a plate of chips shared with our housemaid guacamole and salsa please?,"Can you bring me a plate of chips served with our house-made guacamole and salsa, please?","Can you bring me a plate of chips served with our house-made guacamole and salsa, please?","{""items"": [{""name"": ""chips"", ""modifier"": ""served with our house-made guacamole and salsa""}], ""review"": ""Can you bring me a plate of chips served with our house-made guacamole and salsa, please?""}"
85,items_ordering_audios/2024_07_09 10_22_57 nHEOmw.wav,May I please have the Vitello Parmajiyan no modifiers needed. Thank you.,"May I please have the Vitello Parmigiano, no modifiers needed? Thank you!","May I please have the Vitello Parmigiano, no modifiers needed? Thank you!","{""items"": [{""name"": ""Vitello Parmigiano"", ""modifier"": """"}], ""review"": ""May I please have the Vitello Parmigiano, no modifiers needed? Thank you!""}"
86,items_ordering_audios/2024_07_09 10_23_12 ccHP0w.wav,I would like to order a plate of chicken tariaki served with a tangy venegrat and for my side dish I would love a refreshing house salad tossed in a savory soy ginger dressing.,"I would like to order a plate of chicken teriyaki served with a tangy vinaigrette, and for my side dish, I would love a refreshing house salad tossed in a savory soy-ginger dressing.","I would like to order a plate of chicken teriyaki served with a tangy vinaigrette, and for my side dish, I would love a refreshing house salad tossed in a savory soy-ginger dressing.","{""items"": [{""name"": ""chicken teriyaki"", ""modifier"": ""tangy vinaigrette""}, {""name"": ""house salad"", ""modifier"": ""savory soy-ginger dressing""}], ""review"": ""I would like to order a plate of chicken teriyaki served with a tangy vinaigrette, and for my side dish, I would love a refreshing house salad tossed in a savory soy-ginger dressing.""}"
87,items_ordering_audios/2024_07_09 10_23_13 mPlfgQ.wav,Could I please have a hot dog topped with Shirley Temple sauce and on the side could you also bring you some chocolate milk? Thank you.,"Could I please have a hot dog topped with Shirley Temple sauce, and on the side, could you also bring me some chocolate milk? Thank you!","Could I please have a hot dog topped with Shirley Temple sauce, and on the side, could you also bring me some chocolate milk? Thank you!","{""items"": [{""name"": ""hot dog"", ""modifier"": ""topped with Shirley Temple sauce""}, {""name"": ""chocolate milk"", ""modifier"": """"}], ""review"": ""Could I please have a hot dog topped with Shirley Temple sauce, and on the side, could you also bring me some chocolate milk? Thank you!""}"
88,items_ordering_audios/2024_07_09 10_23_23 YfUFcQ.wav,Can I order a classic cup salad with blue cheese pressing please?,"Can I order a Classic Cobb salad with Blue Cheese dressing, please?","Can I order a Classic Cobb salad with Blue Cheese dressing, please?","{""items"": [{""name"": ""Classic Cobb salad"", ""modifier"": ""Blue Cheese dressing""}], ""review"": ""Can I order a Classic Cobb salad with Blue Cheese dressing, please?""}"
89,items_ordering_audios/2024_07_09 10_23_29 61iSrw.wav,I will have an Italian sausage on a Dutch crunch roll and also could I get the vegetarian pizza with cauliflower crust? Thank you.,"I will have an Italian Sausage on a Dutch Crunch Roll and also, could I get the Vegetarian Pizza with Cawliflower Crust? Thank you.","I will have an Italian Sausage on a Dutch Crunch Roll and also, could I get the Vegetarian Pizza with Cawliflower Crust? Thank you.","{""items"": [{""name"": ""Italian Sausage"", ""modifier"": """"}, {""name"": ""Dutch Crunch Roll"", ""modifier"": """"}, {""name"": ""Vegetarian Pizza"", ""modifier"": ""Cawliflower Crust""}], ""review"": ""I will have an Italian Sausage on a Dutch Crunch Roll and also, could I get the Vegetarian Pizza with Cawliflower Crust? Thank you.""}"
90,items_ordering_audios/2024_07_09 10_23_31 Be7C1Q.wav,I would like to try the California Cup special suit please. Thank you.,"I would like to try the California Cup Special Soup, please. Thank you!","I would like to try the California Cup Special Soup, please. Thank you!","{""items"": [{""name"": ""California Cup Special Soup"", ""modifier"": """"}], ""review"": ""I would like to try the California Cup Special Soup, please. Thank you!""}"
91,items_ordering_audios/2024_07_09 10_23_35 5OlVjQ.wav,I need a chicken catsup plate and a spicy Mexican roll please no additional modifiers for either dish thank you,"I need a Chicken Katsu Plate and a Spicy Mexican Roll, please. No additional modifiers for either dish. Thank you!","I need a Chicken Katsu Plate and a Spicy Mexican Roll, please. No additional modifiers for either dish. Thank you!","{""items"": [{""name"": ""Chicken Katsu Plate"", ""modifier"": """"}, {""name"": ""Spicy Mexican Roll"", ""modifier"": """"}], ""review"": ""I need a Chicken Katsu Plate and a Spicy Mexican Roll, please. No additional modifiers for either dish. Thank you!""}"
92,items_ordering_audios/2024_07_09 10_23_39 6553CA.wav,"I need a hamburger with yellow mustard and a hot dog. Let's not split open, please.","I need a hamburger with yellow mustard and a hot dog that's not split open, please.","I need a hamburger with yellow mustard and a hot dog that's not split open, please.","{""items"": [{""name"": ""hamburger"", ""modifier"": ""yellow mustard""}, {""name"": ""hot dog"", ""modifier"": ""not split open""}], ""review"": ""I need a hamburger with yellow mustard and a hot dog that's not split open, please.""}"
93,items_ordering_audios/2024_07_09 10_23_54 pRLWNA.wav,I want to order a serpent of dish with peas and an eight ounce Pomodoro rice bowl.,I want to order a Surf 'n Turf dish with peas and an 8-ounce Pomodoro Rice Bowl.,I want to order a Surf 'n Turf dish with peas and an 8-ounce Pomodoro Rice Bowl.,"{""items"": [{""name"": ""Surf 'n Turf"", ""modifier"": """"}, {""name"": ""peas"", ""modifier"": """"}, {""name"": ""Pomodoro Rice Bowl"", ""modifier"": ""8-ounce""}], ""review"": ""I want to order a Surf 'n Turf dish with peas and an 8-ounce Pomodoro Rice Bowl.""}"
94,items_ordering_audios/2024_07_09 10_23_56 elzJFw.wav,Do you have a New York cheesecake served without any plastic wear and Kola also gets some sliced slimy on wheat bread? Thank you.,"Do you have a New York Cheesecake served without any plasticware, and could I also get some sliced salami on wheat bread? Thank you.","Do you have a New York Cheesecake served without any plasticware, and could I also get some sliced salami on wheat bread? Thank you.","{""items"": [{""name"": ""New York Cheesecake"", ""modifier"": ""without any plasticware""}, {""name"": ""sliced salami"", ""modifier"": ""on wheat bread""}], ""review"": ""Do you have a New York Cheesecake served without any plasticware, and could I also get some sliced salami on wheat bread? Thank you.""}"
95,items_ordering_audios/2024_07_09 10_24_08 vpaVYg.wav,May please have a half a portion of the set-line packing duck served with traditional pancakes and oysters on the side?,"May I please have a half portion of the succulent Peking Duck, served with traditional pancakes and hoisin sauce on the side?","May I please have a half portion of the succulent Peking Duck, served with traditional pancakes and hoisin sauce on the side?","{""items"": [{""name"": ""Peking Duck"", ""modifier"": ""half portion""}, {""name"": ""traditional pancakes"", ""modifier"": """"}, {""name"": ""hoisin sauce"", ""modifier"": ""on the side""}], ""review"": ""May I please have a half portion of the succulent Peking Duck, served with traditional pancakes and hoisin sauce on the side?""}"
96,items_ordering_audios/2024_07_09 10_24_31 3HTiSQ.wav,Please give me a classic breakfast with sunny side of eggs and for the appetizers I would like some super nachos topped with refried beans.,"Please give me a classic breakfast with sunny side-up eggs and for the appetizer, I would like some super nachos topped with refried beans.","Please give me a classic breakfast with sunny side-up eggs and for the appetizer, I would like some super nachos topped with refried beans.","{""items"": [{""name"": ""classic breakfast"", ""modifier"": """"}, {""name"": ""sunny side-up eggs"", ""modifier"": """"}, {""name"": ""super nachos"", ""modifier"": ""topped with refried beans""}], ""review"": ""Please give me a classic breakfast with sunny side-up eggs and for the appetizer, I would like some super nachos topped with refried beans.""}"
97,items_ordering_audios/2024_07_09 10_24_32 TfHqVA.wav,"I'm sorry for any confusion but it seems that there might be a mix-up in the items and modifiers you provided. Pastrami is typically a type of cured meat often served with rye bread or as part of sandwiches while chocolate chips are usually associated with desserts like cookies or brownies. Could I assist you by suggesting a pastrami sandwich instead? If so, would you prefer toasted or un-toasted and what type of bread do you fancy rye, whole wheat or something else?","I'm sorry for any confusion, but it seems there might be a mix-up in the items and modifiers you provided. Pastrami is typically a type of cured meat often served on rye bread or as part of sandwiches, while chocolate chips are usually associated with desserts like cookies or brownies. Could I assist you by suggesting a pastrami sandwich instead? If so, would you prefer it toasted or untoasted and what type of bread do you fancy – rye, whole wheat, or something else?","I'm sorry for any confusion, but it seems there might be a mix-up in the items and modifiers you provided. Pastrami is typically a type of cured meat often served on rye bread or as part of sandwiches, while chocolate chips are usually associated with desserts like cookies or brownies. Could I assist you by suggesting a pastrami sandwich instead? If so, would you prefer it toasted or untoasted and what type of bread do you fancy – rye, whole wheat, or something else?","{""items"": [{""name"": ""pastrami"", ""modifier"": """"}, {""name"": ""rye bread"", ""modifier"": ""toasted""}], ""review"": ""I'm sorry for any confusion, but it seems there might be a mix-up in the items and modifiers you provided. Pastrami is typically a type of cured meat often served on rye bread or as part of sandwiches, while chocolate chips are usually associated with desserts like cookies or brownies. Could I assist you by suggesting a pastrami sandwich instead? If so, would you prefer it toasted or untoasted and what type of bread do you fancy \u2013 rye, whole wheat, or something else?""}"
98,items_ordering_audios/2024_07_09 10_24_35 dNA5YA.wav,Please give me the surfenter with three oars each of shrimp and steak cooked to perfection.,"Please give me the Surf 'n Turf, with 3 oz each of shrimp and steak, cooked to perfection.","Please give me the Surf 'n Turf, with 3 oz each of shrimp and steak, cooked to perfection.","{""items"": [{""name"": ""Surf 'n Turf"", ""modifier"": """"}, {""name"": ""shrimp"", ""modifier"": ""3 oz""}, {""name"": ""steak"", ""modifier"": ""3 oz""}], ""review"": ""Please give me the Surf 'n Turf, with 3 oz each of shrimp and steak, cooked to perfection.""}"
99,items_ordering_audios/2024_07_09 10_24_54 1PdN7Q.wav,"I would like some ham and eggs served with delicious bryoki French toast, please.","I would like some ham and eggs served on a delicious brioche French toast, please.","I would like some ham and eggs served on a delicious brioche French toast, please.","{""items"": [{""name"": ""ham"", ""modifier"": """"}, {""name"": ""eggs"", ""modifier"": """"}, {""name"": ""brioche French toast"", ""modifier"": ""delicious""}], ""review"": ""I would like some ham and eggs served on a delicious brioche French toast, please.""}"
100,items_ordering_audios/2024_07_09 10_25_01 AntQCg.wav,Can I have a refreshing real fruit shake? No modified space. Just the natural flavors of fresh fruits blended to perfection. Thank you.,"Can I have a refreshing real fruit shake? No modifiers, please. Just the natural flavors of fresh fruits blended to perfection. Thank you!","Can I have a refreshing real fruit shake? No modifiers, please. Just the natural flavors of fresh fruits blended to perfection. Thank you!","{""items"": [{""name"": ""real fruit shake"", ""modifier"": """"}], ""review"": ""Can I have a refreshing real fruit shake? No modifiers, please. Just the natural flavors of fresh fruits blended to perfection. Thank you!""}"
101,items_ordering_audios/2024_07_09 10_25_08 xIJhBw.wav,"I would appreciate a pastrami sandwich on a plain bagel, please. Could you make sure there's no cucumber in it?","""I would appreciate a pastrami sandwich on a plain bagel, please, and could you make sure there's no cucumber in it?""","""I would appreciate a pastrami sandwich on a plain bagel, please, and could you make sure there's no cucumber in it?""","{""items"": [{""name"": ""pastrami sandwich"", ""modifier"": ""on a plain bagel""}], ""review"": ""\""I would appreciate a pastrami sandwich on a plain bagel, please, and could you make sure there's no cucumber in it?\""""}"
