audio_path,ground_truth,transcription,inference_time
2024_07_09 18_59_47 rkNa3A.wav,"May I please have the Swai Meal, served with a side of steamed white rice at 5 oz? Thank you.",may i please have this suaii meal served with a side of steamed white rice at five ounces thank you,0.04222536087036133
2024_07_09 10_24_08 vpaVYg.wav,"May I please have a half portion of the succulent Peking Duck, served with traditional pancakes and hoisin sauce on the side?",may i please have a half portion of the chplade packing duck served with traditional pancakes and hoisin sauce on the side,0.04392218589782715
2024_07_18 08_46_55 82Ybrw.wav,"Could I have a Quesadilla Suiza with freshly diced tomatoes, and also, could you please prepare a Regular Burrito topped with juicy slices of tomato? Thank you!",could i have a cassadillia seezer with fresh with freshly diced tomatoes and also could you please prepare a regular burrito topped with juicy slices of tomato thank you,0.04564809799194336
2024_07_09 10_22_33 KxDo8Q.wav,Can you bring me a Reuben sandwich with extra tomatoes and some spicy chicken wings topped with Linguica?,can you bring me a reiveed sandwich with exra tomatoes and some spicy chicken wings topped with limka,0.036875247955322266
2024_07_12 03_30_10 EO488g.wav,"""I will have the Super Nachos, one order with Beef Tongue and another with Chile Verde. Thank you.""",i will have the super nachos one order with beef tongue and another with chile verde thank you,0.04166007041931152
2024_07_11 00_03_28 8PuRBw.wav,"Could I have a turkey sandwich on a raisin nut roll, and also a ham & Swiss with a soft French bun?",could i have a turkey sandwich on a raisin nut roll and also a ham and swiss with a soft french bun,0.04051947593688965
2024_07_30 02_07_48 gdSsfw.wav,"Can I have a grilled steak on top of the tostada, please?",can i have a grilled steak on top of the tostada please,0.0356142520904541
2024_07_30 01_59_08 ZmjQVw.wav,"""May I order a veggie omelette on wheat bread and also, could you please add an apple to my meal?""",may i order a veggie omelette on wheat bread and also could you please add an apple to my meal,0.03634810447692871
2024_07_16 16_38_07 d1RC-w.wav,"Please give me the Swai Meal with a side of Cinnamon Sweet Potato Mash, and could you make sure it's served in a 5-ounce portion? Thank you.",please give me this sy meal with a side of cinnamon sweet potato mash and can you make sure it's served in a five ounced potion thank you,0.05459237098693848
2024_07_11 00_18_57 GSIPpg.wav,Could you please serve me a plate of sweet salami rolls and some spicy Italian sausages? Thank you!,yeah could you please serve me a plate of sweet salami rolls and some spicy itllian sausage thank you,0.036667585372924805
2024_07_09 18_58_30 Rx4fng.wav,"Can you bring me a delicious Patty Melt with Garlic-Oregano Fries on the side, and also add a Super Quesadilla topped with Al Pastor and BBQ Pork? Thank you!",can you bring me a delicious patty melt with garlic oregano fries on the side and also add a super quesadilla topped with el pastor and barbecue pork,0.050772905349731445
2024_07_09 10_28_07 VVRAyw.wav,"Could you please serve me a Surf 'n Turf dish, prepared with quinoa and weighing approximately 7 oz? Thank you.",could you serve me a span class name is equal to variable serpenterf span dish span class name is equal to variable prepared with twin wa span and weighing approximately seven ounce thank you,0.05300450325012207
2024_07_24 00_55_23 1qE6Dw.wav,Could I have a pastrami sandwich without any mayo?,can i have pastorami sandwich without any meal,0.03855323791503906
2024_07_11 01_07_46 TBMNDg.wav,"Could I please have two swai meals, one served with a side of steamed white rice and the other with steamed brown rice, both portions being 7 oz? Thank you.",could i please have two suede meals one served with a side of steamed white rice and the other with steamed brown rice both portions being seven ounces thank you,0.05244016647338867
2024_07_18 08_45_56 lfuq3A.wav,"I would like to try a classic hot dog served with a refreshing side of root beer, please.",i would like to try a classic hondg served with a refreshing side of root beer please,0.059290409088134766
2024_07_30 02_09_44 -ZuUgA.wav,"May I get a Veggie Scramble served with Grilled Homestyle Potatoes, please?",may i get a veggie scramble served with grilled hom style potatoes please,0.034812211990356445
2024_07_15 06_59_58 ahkaKg.wav,"May I please have a full serving of Peking Duck and also, could you bring me a 12oz Cookies & Cream dessert? Thank you.",may i please have a full serve of peaking duck and also i want to bring me a twelve ounce cookie and cream dessert thank you,0.044283151626586914
2024_07_09 10_24_32 TfHqVA.wav,"I'm sorry for any confusion, but it seems there might be a mix-up in the items and modifiers you provided. Pastrami is typically a type of cured meat often served on rye bread or as part of sandwiches, while chocolate chips are usually associated with desserts like cookies or brownies. Could I assist you by suggesting a pastrami sandwich instead? If so, would you prefer it toasted or untoasted and what type of bread do you fancy – rye, whole wheat, or something else?",i'm sorry for any confusion but it seems that there might be a mix up in the items and modifiers you provided pastrami is typically a type of cured meat often served with rye bread or as part of sandwiches while chocolate chips are usually associated with desserts like cookies or brownies could i assist you by suggesting a pastrami sandwich instead if so would you prefer it toasted or untoasted and what type of bread do you fancy rye whole wheat or something else,0.07694172859191895
2024_07_09 13_00_27 YGzLRw.wav,"Do you have a Fanta Orange Soda? I would like to order two liters of it, please. Thank you!",do you have a fenta orange soda i would like to order two litters of it please thank you,0.03842735290527344
2024_07_08 06_39_04 deIDFQ.wav,"I would like to order a delicious hamburger served on a warm, crispy sourdough toast and accompanied by some golden-brown curly fries.",i would like to order a delicious hamburger served on a warm crispy sourdough toast and accompanied by some golden brown curly fries,0.0402369499206543
2024_07_08 05_53_44 d25glQ.wav,"""I would love to start off with the Antipasto Salad, but could you please dress it lightly with some high-quality olive oil?""",i would love to start off with the antipasto salad but could you please dress it lightly with some high quality olive oil,0.042740583419799805
2024_07_09 10_03_09 xS07wA.wav,"I will take a regular burrito with black beans on the side, please.",i will take a regular burrito with black beans on the side please,0.03537487983703613
2024_07_24 06_23_40 dptYyQ.wav,"Can you bring me a refreshing glass of orange soda and a fizzy cherry Coke, please? Thank you!",can you bring me a refreshing glass of orange soda and a fizzy cherry coke please thank you,0.03538703918457031
2024_07_09 09_38_26 cq7HXA.wav,"I need a Patty Melt with a side of fries and another one with a side of mayonnaise, please.",i need a patty mlk with a side of fries and another one with a side of mayonnaise placease,0.03544139862060547
2024_07_15 19_38_36 Lop3Pg.wav,"I will have the Huevos Rancheros, but could you please add a side of creamy cottage cheese to it? Thank you.",i will have the jvenus rancheros but would you please add a side of creamy cottage cheese to it thank you,0.046581268310546875
2024_07_11 00_22_29 hWLveg.wav,"I would like to start with a Build Your Own Poke Bowl featuring fresh salmon, and for my main course, I would love the Original Sandwich Combo but without any dipping sauce. Thank you!",i would like to start with a build your own poke bowl featuring fresh salmon for my main course i would love the original sandwich combo but without any dipping sauce thank you,0.0524141788482666
2024_07_11 00_43_19 omg7gw.wav,"Can I have a New York Steak served with the Soup of the Day, and an Italian Sausage on Light Rye Bread?",can i have a new york steak served with the soup of the day and the italian sausage on light rye bread,0.04797172546386719
2024_07_11 00_23_17 bHgsmw.wav,"""I need a large house salad, please.""",i need a large house salad please,0.03288984298706055
2024_07_09 10_25_01 AntQCg.wav,"Can I have a refreshing real fruit shake? No modifiers, please. Just the natural flavors of fresh fruits blended to perfection. Thank you!",can i have a refreshing real fruit shake no modifiied spies just the natural flavors of fresh fruits blended to perfection thank you,0.03684067726135254
2024_07_11 00_34_50 Cumg-g.wav,"I would appreciate a delicious Patty Melt accompanied by a fresh, crisp salad on the side. Additionally, I would like to order your signature Cali Burger with a generous serving of golden-brown fries alongside it. Thank you!",i would appreciate a delicious patty melt accompanied by a fresh crisp salad on the side additionally i would like to order your signature cali burger with a generous serving of golden brown fries alongside,0.042151689529418945
2024_07_14 06_41_16 bOixvA.wav,"""I would appreciate a warm, comforting cup of masala chai served in a traditional clay pot and for my main course, I would like to have the grilled ham and cheese sandwich with no additional modifiers. Thank you.""",i would appreciate a warm comforting cup of masala chai served in a traditional clay pot and for my main course i would like to have a grillded hamer cheese sandwich with no additional modifier thank you,0.05119156837463379
2024_07_15 18_10_44 VsE5SQ.wav,Please give me a New York Steak served with a side salad that includes blue cheese dressing on the side. Thank you!,please give me a new york steak served with a side salad that includes blue cheese dressing on the side thank you,0.037592172622680664
2024_07_16 16_40_28 G5JuUw.wav,I would like to order a Parmigiana Sandwich along with a bowl of Minestrone Soup as my side. Thank you!,i would like to order a parmigiano sandwich along with a bowl of minestrone soap as my side thank you,0.04325699806213379
2024_07_14 21_02_39 5BAVrg.wav,"I would like to try a BLT sandwich, and could I also get a refreshing glass of homemade lemonade with it?",i would like a tri aal tea sandwich and could i also get a refreshing glass of homemade lemonade with it,0.04186248779296875
2024_06_28 11_48_27 sdgfoA.wav,"Could I get the Triple Chocolate, and Single Tender with Lite Mild?",could i get the triple chocolate and single tender with light mild,0.03534102439880371
2024_07_11 00_44_01 2HalhA.wav,"I would like to order a Parmigiana Sandwich, and could I also get it served with a side salad without any dressing?",i would like to order a parmesan sandwich and i could also get it served with a side sal without any dressing,0.04265165328979492
2024_07_09 18_51_33 n4HTsw.wav,"I would like to try a Hawaiian Pizza on a pan crust, please.",i would like to try a hawaiian pizza on a pan crust please,0.033583641052246094
2024_07_09 10_22_40 pyVIwA.wav,"Can you bring me a plate of chips served with our house-made guacamole and salsa, please?",could you bring me a plate of chips served with our housemaid guacamole and salsa please,0.03455662727355957
2024_07_30 02_10_18 aHJA4Q.wav,"Could I get a plate of ham and eggs, prepared over-easy? And also, could you please prepare another one without the eggs for me? Thank you.",could i get a plate of ham and eggs prepared over easy and also could you please prepare another one without the eggs for me thank you,0.03621387481689453
2024_07_15 16_16_57 zkfB0A.wav,"Can you bring me a hamburger with all the standard toppings, please?",can you bring me a hamburger with all the standard toppings please,0.03328418731689453
2024_07_09 08_46_07 9yCZUQ.wav,Can I order a turkey sandwich on sourdough bread?,can i order a turkey sandwich on sdough bread,0.03362774848937988
2024_07_09 10_23_35 5OlVjQ.wav,"I need a Chicken Katsu Plate and a Spicy Mexican Roll, please. No additional modifiers for either dish. Thank you!",i need a chicken katsup plate and a spicy mexican roll please no additional modifiers for either dish thank you,0.0419466495513916
2024_07_18 09_36_25 vLTznw.wav,"Do you have a vegetarian pizza in both personal (9-inch) and family (13 by 18 inches) sizes? I would like to order one of each, please.",do you have a vegetarian pizza in both personal and family sizes i would like to order one of each please,0.033054351806640625
2024_07_09 10_09_35 3MbJSQ.wav,"I need a bowl of miso soup without any utensils, and for my appetizer, I would like a house salad with extra cucumbers on the side. Thank you!",i need a bowl of miso soup without any utensils and for my appetiser i would like a house salad with extra cucumbers on the side thank you,0.03815507888793945
2024_07_11 00_07_05 ONDPWA.wav,"I want to order a Super Quesadilla with Carne Asada, which is grilled steak. Could you please make sure it's well-seasoned and served hot? Thank you!",i want to order a super quesadilla with carne asada which is grilled steak could you please make sure it is well seasoned and served hot thank you,0.04502153396606445
2024_06_28 11_46_49 lAEoOQ.wav,"Can I get the Peking Duck with Half, and Vegetable Deluxe with Light Seasoning Sauce?",can i get the packing duck with half and vegetable delix with light seasoning sauce,0.03611111640930176
2024_06_28 11_13_25 5sY1bA.wav,"I would like to get a Jeera Rice, and Masala Chai.",i would like to get the jira rice and masala ji,0.036487579345703125
2024_07_09 10_06_59 k71-9Q.wav,"Could I get a classic breakfast, one served over hard and another served over easy?",could i get a classic breakfast one served over hard and another served over easy,0.038023948669433594
2024_07_24 12_53_18 2R8bWw.wav,"I would love to order a 12-inch Margherita Pizza on a gluten-free crust, please. Thank you!",i would love to order a twelve inch margarita pizza on a gluten free crust please thank you,0.03209638595581055
2024_07_09 10_23_54 pRLWNA.wav,I want to order a Surf 'n Turf dish with peas and an 8-ounce Pomodoro Rice Bowl.,i want to order a serpent of dish with peesas and an eight ounce pomodoro rice bowl,0.03434491157531738
2024_07_12 03_33_26 9dY6uw.wav,"I would like to order a Reuben sandwich served with a side of creamy mocha cold brew, and also could I get a cup of the soup of the day? Thank you.",i would like to order a reuben sandwich served with a side of creamy mocha cold brew and also could i get a cup of the soup of the day thank you,0.04232287406921387
2024_07_11 00_35_22 56fXlw.wav,"Can I have the Chettinad Chicken Curry served with a side of warm, freshly baked naan bread?",can i have the shattanat chicken curry served with a side of warm freshly baked naan bread,0.04432487487792969
2024_07_18 04_59_00 9nQTLA.wav,Do you have a Chicken Teriyaki served over a bed of spicy Chili Beans? I would love to try that combination.,do you have a chicken teriyaki served over a bed of spicy chili beans i would love to try that combination,0.046082258224487305
2024_07_09 18_51_06 Nv49Zw.wav,"Please give me a serving of inari sushi and some wakame salad, both without any additional modifiers. Thank you!",please give me a serving of inori sushi and some wakame salad both without any additional modifiers thank you,0.039621829986572266
2024_07_13 20_44_12 KDXwiA.wav,"Please give me a slice of gluten-free pastrami on rye bread, if available.",please give me a slice of gluten free pastami on rye bread if available,0.04588627815246582
2024_07_11 00_53_01 hGI1Bw.wav,"Can I have a chimichanga filled with shredded chicken and a Jarritos orange soda, please?",can i have a chimichanga filled with shredded chicken and a hurito orange soda please,0.0476834774017334
2024_07_09 10_02_11 vWrRAg.wav,"""I would appreciate a Plant-Based Nuggets Meal served with 5 oz of steamed white rice on the side, please.""",i would appreciate a plant based nuggets meal served with five oounds of streamed rice on the side please,0.04006218910217285
2024_07_09 12_56_28 GIpcPA.wav,"""I need a Quesadilla Suiza with Shrimp and another one with Lengua, please.""",i need a quesadillia suza with shrimp and another with langua please,0.04160952568054199
2024_07_08 05_07_49 urlrgw.wav,"I would appreciate a Reuben sandwich served with crispy fries on the side, and also could I get another one of those but paired with a fresh garden salad instead? Thank you.",i would appreciate a ribbon sandwich served with crispy fries on the side and also could i get another one of those prepared with a fresh garden salad instead,0.046080589294433594
2024_07_18 09_40_44 prkanA.wav,"I want to order the Surf 'n Turf, but could you please add a side of shredded hash on the side? Thank you.",i want to order the surf and turf but could you please add a side of shredded hash on the side thank you,0.04184556007385254
2024_07_11 00_18_40 -3l7GQ.wav,"May I please have the spicy chicken wings, but could you add some chorizo to them for an extra kick? Thank you!",may i pleast have the spicy chicken i could you add some toriza to them for an extra kick thank you,0.03984570503234863
2024_07_15 19_49_27 Uxj29w.wav,"Could I get a Parmigiana Sandwich with a side salad dressed in Thousand Island, and also another one of the same but with Caesar Dressing on the side?",could i get a parmigiana sandwich with a side salad dressed in thousand island and also another one of the same but with cesar dressing on the side,0.05685544013977051
2024_07_18 21_15_23 lFEYow.wav,"Could I get a B.L.T. on a bagel with cream cheese, please?",could i get a beill tea on a bagel with cream cheese please,0.03597307205200195
2024_07_11 00_19_35 h6HJvQ.wav,"I want to order a delicious Chicken Teriyaki served with a side of perfectly baked potato, please.",i want to order a delicious chicken teriyaki start with the side of perfectly baked potato plees,0.03675055503845215
2024_07_01 11_36_02 _6Lacg.wav,"Add a Chimichanga with Pastor, and Street Taco Trio (3) to my cart.",add a chimichanga with pastter and street taco trio three to my card,0.0373377799987793
2024_07_30 01_58_50 3GKZDA.wav,"Could I get a veggie omelette on the side of multigrain toast, and also a cheese omelette with a serving of crispy hash browns?",could i get a veggie omelette on the side of a multiigrain toast and also a cheese omelette with a serving of crispy hash browns,0.04868721961975098
2024_07_10 07_26_02 2ZBeSQ.wav,"Could I have a California Roll and Hamachi Kama, please? No additional modifiers needed. Thank you!",could i have a california roll and a hamachi kama please no additional modifiers needed thank you,0.03597712516784668
2024_07_15 16_28_59 JxfXXA.wav,"Do you have the Surf 'n Turf served with a side of black beans, and also can I get another portion of Surf 'n Turf but this time accompanied by a 6-ounce serving of quinoa?",do you have a serfent turf served with a side of black beans and also can i get another portion of serfent turf but this time accompanied by a six ounce serving of quinoa,0.04733014106750488
2024_07_11 00_44_51 RAUmpg.wav,"I want to order the Swai Meal served with a fresh and colorful vegetable medley, please.",can i please have a cheeseburger with extra onions no tomatoes and ranch on the side and can i please have an extra patty with my burger,0.04634237289428711
2024_07_30 02_03_50 itWUcQ.wav,"Can I have a veggie scramble served with whole wheat toast, please?",can i have a veggie scramble served with whole wheat toast please,0.03753519058227539
2024_07_12 03_22_51 spIQcQ.wav,"""I would appreciate a classic breakfast with the modification of having my eggs prepared as whites only, please.""",i would appreciate a classic breakfast with the modification of having my eggs prepared as whites only please,0.04597926139831543
2024_07_30 02_04_17 Uuq_nQ.wav,"I will have the Super Nachos topped with some delicious, grilled fish for a unique twist on a classic dish.",i will have the supernaturos topped with some delicious grilled fish for a unique twist on a classic dish,0.04470682144165039
2024_07_15 16_22_07 AQvCkQ.wav,"Can I order a classic hamburger served with a side of crispy, seasoned sweet potato fries?",can i order a classic hambury served with a side of crispy seasoned sweet potato fries,0.04468679428100586
2024_07_11 00_08_06 0YOCZQ.wav,"May I order a Turkey sandwich on whole wheat bread and another one on wheat slices, please?",may i order a turkey sandwich on whole wheat bread and another one on whole wheat slices please,0.06151723861694336
2024_07_09 10_23_31 Be7C1Q.wav,"I would like to try the California Cup Special Soup, please. Thank you!",i would like to try the california cup special soup please thank you,0.03819632530212402
2024_07_12 03_41_33 Xhz62g.wav,"Could you please serve me a plate of Linguine Con Cozze, prepared with fresh clams? Thank you.",could you please serve me a plate of linguini concosa prepared with fresh clams thank you,0.03350996971130371
2024_07_09 18_52_59 vjylUg.wav,"May I get a plate of tacos topped with fresh, zesty pico de gallo?",may i get a plate of tacos topped with fresh sesty pic de gallo,0.03365373611450195
2024_07_09 18_50_41 FoGgcQ.wav,"I would like a Reuben sandwich with a side of fresh fruit salad, please.",i would like a reuben sandwich with a side of fresh fruit please,0.03485989570617676
2024_06_28 11_49_13 7PzKkg.wav,"Could I get the Sicilian Cannolo with Pistachio, Acqua Panna, and Huevos Rancheros with Sunnyside Up?",gulget the slin canolo with pistachio aquatana and huz rancoros with sunnyside up,0.0399012565612793
2024_07_12 03_37_24 S2UqOA.wav,Could you please serve me a hot dog with some crispy fries on the side? Thank you!,could you please serve me a hot dog with some crispy fries on the side thank you,0.05319833755493164
2024_07_10 09_56_58 qyJcXA.wav,"I would love to order a six-pack of BJ's Oasis Amber beer, please. Could you also bring it with the nano modifier? Thank you!",i would love to order six pack of djs oasis amber beer please could you also bring it with nano modifier thank you,0.039446115493774414
2024_07_08 05_54_14 bYZQTA.wav,"Could I please have a plate of country sausage and eggs, one order scrambled and the other served sunny-side up? Thank you.",could i please have a plate of country sausage and eggs one ord scrambled and the other served sunny side up thank you,0.03827381134033203
2024_07_30 02_21_12 9s5nrQ.wav,"I would love to start off my meal with a large serving of Old Bay Fries, please. No additional modifiers needed for these perfectly seasoned and crispy potatoes!",i would love to start off my meal with a large serving of old bay fries please no additional modifiers is needed for these perfectly seasoned and crispy potatoes,0.038221120834350586
2024_07_11 00_33_30 anKaOw.wav,"""May I order a plate of ham and eggs without any sides, along with a Denver omelet also served without any sides?""",may i ordered a plate of ham and eggs without any sides along with a denver omelette also served without any sides,0.03842473030090332
2024_07_09 13_00_53 op4ldQ.wav,"""I would like to try the Veggie Skillet, but could you please prepare it with egg whites instead of whole eggs?""",i would like to try the veggie skillet but could you please prepare it with egg whites instead of whole eggs,0.03580021858215332
2024_07_09 18_57_26 C2DnDA.wav,Can you bring me a plate of super nachos loaded with fresh vegetables?,can you bring me a plate of super nachos loaded with fresh vegetables,0.03873300552368164
2024_07_09 10_31_47 X_0Dbg.wav,"I want to order a plate of spicy chicken wings, one with BBQ sauce and another with a tangy pineapple glaze.",i want to order a plate of spicy chicken wings one with barbecue sauce and another with a tangy pineapple glaze,0.03388524055480957
2024_07_09 09_53_48 r9nxbw.wav,"""Could you please serve me a delicious pastrami sandwich topped with melted cheese?""",could you please serve me a delicious pastrami sandwich topped with melted cheese,0.042177438735961914
2024_07_09 10_41_19 FyCVdg.wav,"May I please have a plate of ham and eggs, prepared with just the egg whites, or alternatively made into an omelette? Thank you.",may i please have a plate of ham and eggs prepared with just the egg whites or alternately vatively made into an omelette thank you,0.04005837440490723
2024_07_08 04_22_02 GfYKiQ.wav,Could you please serve me a chimichanga filled with succulent shredded beef and another one stuffed with spicy chile relleno? Thank you!,could you please serve me a chimichanga filled with succulent shredded beef and another one stuffed with spicy chilarellano thank you,0.042702436447143555
2024_07_08 06_26_58 6B-KMg.wav,"Can you bring me a California burger with onion rings and also, could I have a small wedge of the same as an appetizer?",can you bring me a california burger with onion rings and also could i have a small wedge of the same as an appetizer,0.04215502738952637
2024_07_08 06_22_51 4-GR1w.wav,"I would like to order a buffalo chicken sandwich served over a fresh salad, and also could I get a small portion of garlic bread with cheese on the side?",i would like to order a buffalo chicken sandwich served over a fresh salad and also could i get a small portion of garlic bread with cheese on the side,0.04293036460876465
2024_07_11 00_52_11 gUWQfA.wav,"""I need a B.L.T. sandwich served with a side of yogurt parfait, and also could you please add some spicy 'angry' potatoes to my order?""",i need a blt sandwich served with a side of yogurt parfait and also could you please add some spicy angry potatoes to my order,0.05038094520568848
2024_07_07 17_28_07 i-NOcQ.wav,"I would like to try three Sopes Con Arroz Y Frijoles, please. Could you add the Pastor as a modifier for me? Thank you!",i would like to try three sopeets corn arol with jolies please could you add the pastor as a modifier for me thank you,0.044388532638549805
2024_07_13 20_40_43 bZTPKg.wav,"May I order a Classic Tender Box with three classic chicken tenders, please?",may i order a classic tender boox with free classic chicken tenders please,0.041220664978027344
2024_07_09 10_26_34 XpWrZA.wav,"I will take the gnocchi with a creamy Gorgonzola cheese sauce and some boneless wings in Tatonka® Stout Buffalo sauce, please.",i will take a nochi with a creamy gorgonzola cheese sauce and some boneless wings in the tonka stout buffalo sauce please,0.04065585136413574
2024_07_11 00_54_51 ECkI9w.wav,"I would appreciate a Veggie Scramble served with Home Fried Potatoes, please. Thank you!",i would appreciate a veggie scramble served with home fried potatoes please thank you,0.03714919090270996
2024_07_30 02_19_40 i8ychg.wav,"I would love to order a plate of super nachos with a generous helping of red sauce and goat cheese, along with a refreshing chef's salad drizzled in creamy ranch dressing. Thank you!",i would love to order a plate of super nachos with a generous helping of red sauce and goat cheese along with a refreshing chef's salad drizzled in creamy ranch dressing thank you,0.04798769950866699
2024_07_23 15_04_18 DkLyxw.wav,May I please have a cheeseburger with extra mayo on the side?,may i please have a cheeseburger with extra mayo on the side,0.036576032638549805
2024_07_12 03_37_08 tLbT2g.wav,I would like to order a turkey sandwich with cucumber and another one with potato salad on the side.,i would like to order a turkey sandwich with cucumber and another one with potato salad on the side,0.039238691329956055
2024_07_14 21_02_14 1e8kaw.wav,"May I order a B.L.T. sandwich with extra cheese and a side of creamy, savory cheese grits?",may i order beal teae sandwich with extra cheese on a side or creamy savoury cheese grinens,0.04393434524536133
2024_07_09 10_07_18 LAX_Pg.wav,Could you please serve me a Reuben sandwich on a freshly toasted bagel? Thank you!,could you please serve me a reuben sandwich on a freshly toasted bagel thank you,0.03253912925720215
2024_07_24 06_20_49 Ug68rw.wav,"I would appreciate a Denver Omelet on sourdough toast, and also one on whole-wheat toast. Thank you!",i would appreciate a denver omelette on sourdough toast and also one on whole wheat toast thank you,0.03757643699645996
2024_07_11 00_35_34 s_VsGQ.wav,Can you bring me a delicious hamburger topped with a sweet and gooey banana-Nutella crepe?,can you bring me a delicious hamburger topped with a sweet and gooey banana nutella crepe,0.03728008270263672
2024_07_15 19_45_44 1aeUOQ.wav,"May I please have a Parmigiana Sandwich made with succulent chicken breast, and also, could you prepare the Grilled Salmon topped with rich garlic butter? Thank you.",may i please have a parmigiana sandwich made with succulent chicken breasts and also could you prepare the grilled salmoon topped with rich garlic butter thank you,0.045922040939331055
2024_07_09 09_28_51 Z5wUqw.wav,"I need a Tostada with Green Chile Pork and a Mixed Grill served with Fries, Chili-Lime style.",i need a tostara with green chilli pork and mixed grill served with fries chilli limeestyle,0.03999018669128418
2024_07_25 12_58_11 UqgYkg.wav,Can you bring me a cheeseburger with fried zucchini on the side?,can you bring me a cheeseburger with fried zucchini on the side,0.046176910400390625
2024_07_12 03_23_43 ZiK-nA.wav,"Please give me a Crushed Soda and also, I would like to have a Pepsi as well. Thank you!",please give me a crushed soda and also i would like to have a pepsi as well thank you,0.0447688102722168
2024_07_30 02_09_24 8xBc0A.wav,"I would appreciate a Coke Classic and a Fanta Orange to accompany my meal, please.",i would appreciate a coke classic and a fanta orange to accompany my meal please,0.032692909240722656
2024_06_28 11_20_59 UTrvLw.wav,"I'll have the Veggie Scramble with Whole Wheat Toast, and Southern Scramble with Milk - Small please.",i'll have the veggie scramble and wholemeat toast and suttheron scramble with milk small please,0.032645225524902344
2024_06_28 11_42_17 B5ptpQ.wav,"It will be the Tender Greens With Oyster Sauce, House Special Beef, and Beef With Snow Peas for me.",it will be the tender greens with oyster sauce house special beef and beef with no peas for me,0.038481712341308594
2024_07_11 00_34_17 1NA--g.wav,"May I order a super quesadilla with fried fish and California Benedict with a side of fresh fruit, please?",may i order a super cassadilla with fried fish and a california benedict with slider fresh fruit please,0.043411970138549805
2024_07_11 00_08_02 rz-T7g.wav,"I will have the Veggie Scramble served with Tater-Tots and a Veggie Skillet, please. Could you also make sure to poach the eggs in the skillet so they are nice and soft? Thank you!",i will have a veggie scramble served with tater tots and a veggie skillet please could you also make sure to poach the eggs in the skillet so they are nice and soft thank you,0.05126786231994629
2024_07_10 09_55_14 eqmz2w.wav,"May I order a house salad with Italian dressing, and also one with grilled chicken on top? Thank you.",may i order a house salad with valalian re the same and also one lier chicken on top thank you,0.03786206245422363
2024_07_15 07_00_32 vHY1XA.wav,"May I please have a mixed grill served with creamy mashed potatoes, and for the side dish, could you add some delicious pastrami topped with American cheese? Thank you.",may peas have a mixed grill served with creamy mashed potatoes and for a side dish i would like some delicious pastrama top with american cheese thank you,0.04460024833679199
2024_07_30 02_21_43 krStTA.wav,"""Could you serve me a plate of naked tots?""",could you serve me a plate of naked toarts,0.044397830963134766
2024_07_09 19_01_14 rg1IcA.wav,"I would appreciate a Plant-Based Nuggets Meal served with Cinnamon Sweet Potato Mash, 7 oz please.",i would appreciate the plant based nuggets meal served with cinnamon sweet potato mash seven ounces please,0.039327383041381836
2024_07_11 00_54_14 sddHdw.wav,"""I will have the spicy chicken wings, please. Can I get them with a topping of green onions and also some fresh garlic for an extra kick?""",i will have the spicy chicken wings please can i get them with a topping of green onions and also some fresh garlic for an extra kick,0.05108141899108887
2024_07_14 21_03_51 MnpCHw.wav,"Could I get the mixed grill served with a house salad and drizzled in miso dressing, please?",could i get the mixed grill served with a house salad and a drizzle in miso dressing please,0.04168987274169922
2024_07_18 21_14_34 MQBpqg.wav,"""May I order a glass of Acqua Panna? No modifiers, please.""",may i order a glass of aquapana no mo on the fire please,0.033864498138427734
2024_07_15 16_24_18 OXXUqA.wav,"""I would love to start my day off right with a hearty Southern Scramble accompanied by a refreshing Cold Brew Coffee.""",i would love to start my day off right with a hearty s scramble accompanied by a refreshing cold brew coffee,0.04363083839416504
